,Autism,HAUS4,RNF181,KXD1,C1orf86,IRAK1,VIM-AS1,PDIA5,ACOT2,PDLIM2,COPE,HIST1H2BH,MCM5,WDR18,PTRHD1,RCN3,KCNG1,PCDHGC3,DPP7,ARHGEF19,GAPDH,HIST2H2BA,RPL27A,MFSD11,RPS14,DDIT4,EXOSC5,RPS2,RPS5,RPSAP58,C19orf33,SNAPC2,EPN1,PMF1,LSM12,LGALS3,LY6E,TMEM177,RPLP0,HIST1H4F,SLC1A5,TOP1MT,NOA1,EFNA1,GUSB,PGF,DDT,SARS2,IER5L,SNORA80,RPL32,TERC,FBL,NENF,POP7,RPL18,RAB20,CHEK1,SLC16A3,CLN6,DNAJC15,TMED3,MRPS34,LOC284889,SERINC2,EIF3F,RPSAP9,RPL28,MIF,C19orf48,ATF4,RFC2,GNB2L1,HPN,RPL13AP20,NFKBIB,RASSF7,RPL39L,INPP5F,XRCC1,HIST1H2BC,C8orf82,ECHDC3,TMUB1,RPL35,EXOSC6,HMGA1,ETHE1,THOC6,GAS5,RPL10,ARPC2,SNORA84,YDJC,HAUS7,WFDC2,VPS37B,DDTL,GLTSCR2,CAPG,CBS,RPL21,WRB,ZDHHC21,FAM199X,ABHD3,HNRNPH3,TMPO,CCDC126,FAM57B,ZIC3,WSCD1,ABHD13,ETNK1,PYGO1,YPEL3,KBTBD6,CXADR,RFK,PAGR1,MAZ,PRRT2,ID4,WIPI2,FANCF,THAP2,KCTD13,CDIPT,TMEM55A,MAPK3,LIN7C,ZDHHC2,TMEM38B,TMEM219,HIF1A-AS2,RHOBTB2,IPW,CORO1A,TAOK2,CPT1B,LYRM5,C7orf73,TMEM65,TCEAL1,SCOC,RNF11,PPP4C,SNRNP27,INO80E,KLHL42,C16orf52,PCDHGB6,UBE2D1,RFX3,TMEM41B,RNF138,ILDR2,ZC2HC1A,STAU2
BXS0111-2,0.0,4.791066,30.574661,13.335534,1.575173,2.417246,78.766159,3.444027,2.664055,2.422055,40.272421,89.043981,4.912682,9.032032,12.380003,2.85205,1.907286,0.611009,8.799421,0.897862,943.961337,3.639051,56.488141,2.452733,556.070478,45.523842,2.940859,692.136073,362.733261,9.972952,0.644114,2.183222,9.525107,5.44213,14.798878,4.529589,15.076778,1.696927,661.105455,34.505575,12.223916,2.539627,7.532685,2.632233,5.058652,1.47346,16.276247,3.90073,3.03071,25.795209,218.727619,17.54628,22.445417,10.713542,8.017525,298.300759,1.561072,0.301724,9.685469,2.443975,4.357461,22.39188,14.360074,19.082247,5.187749,122.954281,0.7383,68.128286,36.068576,9.282096,71.715846,4.805553,726.325149,0.839412,3.355576,1.578637,2.343319,6.059674,6.422624,11.940491,190.666674,2.87183,0.7762,4.763813,428.475284,5.731135,16.351268,4.817207,5.983197,84.115896,207.844834,13.611136,120.637489,1.695758,2.845392,1.590316,5.410374,0.873563,28.099301,2.893044,6.528952,240.706651,48.914963,4.765471,6.558483,5.785003,5.20042,10.071483,5.095657,3.515628,6.628386,10.964074,4.582966,11.078886,9.020862,12.729665,9.943502,25.49952,11.378554,5.903435,30.338628,6.54349,29.059949,5.427213,6.850709,4.471419,2.917791,16.419256,8.355947,10.564021,16.15199,8.675879,6.129224,21.21144,5.961051,5.751762,3.428777,2.33756,5.32074,3.824973,8.130974,17.547579,14.859372,5.377819,34.335517,31.624755,35.493846,15.749192,8.048249,5.816915,3.954828,22.48643,7.275579,8.691106,13.607755,7.855757,6.440569,6.320495,5.384367
BXS0111-3,0.0,9.459153,58.001725,27.067324,7.152012,7.058318,131.002063,5.735503,1.884026,3.77232,81.306161,152.585626,11.307621,16.692307,25.292551,7.703132,5.486468,3.831535,19.490714,1.665273,1175.525754,3.991543,148.970097,4.123134,1435.35373,77.658776,8.147403,1396.560067,805.368282,39.773669,1.501991,2.99289,19.439436,17.768454,16.150765,26.261426,36.245218,3.353752,1523.008902,67.107819,33.876278,2.982316,8.816483,6.957474,5.764063,3.464996,28.348256,6.371904,7.00744,146.799054,426.518665,68.898053,39.399865,15.561428,16.488449,769.472247,1.49998,1.882892,25.164731,2.917469,5.517618,46.577791,32.049407,27.933453,7.733958,184.974716,11.80687,114.284635,78.100352,16.435511,143.142408,5.679701,1048.257001,3.37369,9.005517,2.904328,4.401188,15.655428,19.581569,19.179065,256.721988,4.440551,2.134117,12.058973,1147.697367,8.9926,29.592792,15.165677,9.097424,192.431367,434.754934,30.897021,194.705392,4.908518,5.366527,2.468195,10.900538,2.414987,85.71838,10.607002,12.045282,304.751148,24.622528,2.411707,4.431295,3.08606,16.348277,11.364472,4.584212,6.710142,5.266374,16.175866,3.260089,8.194612,5.851106,17.507101,8.261122,17.104689,10.455157,10.928534,36.553052,9.116363,31.491724,4.420487,6.004997,3.784097,4.487856,25.98115,7.191097,14.465082,14.207059,6.083539,5.589244,42.958273,5.872292,7.220858,2.133069,5.146452,8.66019,4.520592,7.979997,14.435755,4.618733,5.237499,33.974565,27.240084,42.866429,15.185746,10.654513,4.619755,2.985878,16.03557,7.221938,6.562139,11.261579,5.106931,3.995042,4.696868,5.338284
BYS0112-1,0.0,8.944624,51.261441,26.605187,6.306504,6.048149,123.569162,5.381044,1.535671,2.663591,76.169821,158.40839,11.553189,16.391316,25.234605,7.198205,6.537269,3.556729,17.511515,1.68751,1114.138057,3.060981,142.467997,4.348781,1323.541921,82.59191,9.352685,1313.245085,771.919226,38.944297,0.892829,5.843217,17.298341,14.235798,15.43417,15.596304,38.681817,4.277994,1440.846302,50.30832,27.76711,1.665179,7.888154,5.228508,4.769406,1.567236,26.189864,5.390125,5.780179,151.242856,429.465487,62.450777,41.438239,15.746875,17.078601,712.221779,1.134335,1.52564,11.987328,2.991166,3.986622,44.594271,30.773093,26.143279,9.50386,182.470608,11.919381,112.55506,67.505333,18.675651,150.043107,6.327331,996.095624,1.606826,8.115877,2.3989,4.701777,11.572895,16.876165,20.092897,266.375142,4.957731,2.21036,10.796969,1124.452498,8.919702,31.266602,12.56154,9.303851,193.586565,389.599351,22.436101,285.967369,4.886219,5.747446,2.904304,10.091185,2.275011,82.141492,9.136472,11.392571,212.666729,30.382107,2.843478,4.686879,3.942353,17.977222,14.199408,4.302576,6.507912,6.614993,18.615971,3.908966,8.136572,6.680925,19.255966,9.530488,19.123142,12.242527,10.231423,33.965635,9.289585,35.940677,4.457859,6.133134,4.636023,4.899999,24.750455,7.80638,15.733298,15.153183,6.627593,6.572486,38.486691,6.841063,7.177697,2.513166,4.728506,9.358373,3.865676,9.407769,14.704274,4.642452,5.952858,35.566483,30.635845,40.507483,16.706753,13.472951,5.275475,3.005592,16.948016,7.631476,6.765859,12.738258,6.381822,4.931141,5.137819,6.458491
BYS0112-2,0.0,8.013627,52.74995,25.425063,6.579813,6.521588,120.967588,4.167594,2.113546,2.391815,71.953743,149.021672,11.395338,15.388013,22.027841,7.898876,6.279039,3.097553,17.766094,2.308275,1104.55315,3.914054,135.615772,4.11067,1350.589951,70.379679,8.046321,1323.673474,795.940534,39.472818,0.634134,5.430434,19.835255,14.69807,13.952818,16.933629,41.772247,3.216032,1512.569149,51.843533,29.396895,3.347892,8.036175,5.613351,3.818617,3.099414,27.021025,4.75191,6.85212,135.92095,366.926762,77.421885,36.721116,16.411197,16.87757,760.358811,1.529913,1.403578,20.874084,2.727481,4.460736,48.04685,29.695184,27.791666,8.346681,156.186533,10.55832,91.178497,67.118139,19.073673,120.406459,4.825026,926.916282,2.695332,9.063892,1.993677,4.718214,13.767472,18.698248,19.95097,277.180127,4.950626,1.986062,13.225456,1215.692333,7.624507,32.87341,14.254695,10.225081,165.848639,401.702855,29.018589,218.32027,4.933118,5.560169,2.188674,8.697889,2.182905,84.330654,8.697197,10.122262,298.306956,26.821705,2.451869,4.353941,3.380582,15.912985,10.669945,3.218429,7.714133,5.723175,16.413829,2.905661,7.336691,5.95384,16.842651,7.497786,15.454052,9.832129,10.701555,30.527102,11.332067,32.919379,4.927373,5.427316,4.068317,4.344685,24.956675,7.172425,15.307163,12.900644,5.2054,4.67877,38.684634,6.674233,7.561494,2.572523,5.899081,8.962762,4.403409,7.519038,13.545367,4.211483,5.173062,28.107473,23.916328,40.133001,13.408406,12.267979,5.045601,2.458947,17.360216,7.120058,6.382262,10.481819,6.634763,4.272068,4.449501,6.789807
BYS0112-3,0.0,13.490395,63.664346,25.237713,5.89181,10.783471,117.894424,7.451513,1.985435,5.008242,95.106071,209.842007,13.467822,16.741159,25.450193,3.357784,7.351104,10.706914,12.939855,3.06476,1562.725082,4.926239,132.534938,5.388563,1496.909622,123.066479,7.154031,1817.64657,941.578342,22.61704,3.312414,2.350646,17.720799,17.843881,15.221522,20.886695,37.271369,2.359823,1735.824978,193.711041,36.632239,2.625928,10.582726,8.51641,4.473047,2.017338,31.95273,6.512266,5.159683,71.274372,407.945099,39.066558,43.665375,25.38855,19.816344,789.495885,2.623003,3.256604,26.83794,6.002902,5.20633,55.477697,34.772559,36.546489,7.231392,122.223896,2.188226,171.066265,94.178561,29.573697,174.231308,8.224755,1080.213279,2.360814,6.166992,2.759673,5.552638,11.903343,28.089554,15.017482,364.428175,4.740095,2.568077,10.361979,1290.521781,7.602689,31.579129,16.493145,11.938602,202.28083,561.517588,29.995323,228.318763,5.561134,5.125258,4.086709,8.669881,2.376957,82.940333,15.967983,12.747658,483.058087,28.426766,2.588739,6.145822,3.230219,18.865229,7.917417,3.773465,5.677556,6.524401,12.643697,3.496148,8.735471,6.0419,14.956471,6.409765,16.98792,8.332716,7.214417,43.072512,5.275384,21.630679,3.460659,4.954389,2.782202,3.970233,26.494371,6.927737,15.108026,14.510022,4.959253,6.526462,47.934455,10.037121,6.377935,1.980776,5.151799,8.223982,2.752929,6.721167,15.922171,6.008933,7.942273,30.438245,24.366093,48.202504,13.510377,11.94599,6.253716,2.917421,15.502324,7.393498,7.436149,9.732543,6.026617,4.802661,6.550587,4.806233
BXS0114-1,0.0,9.785292,54.512545,27.355232,5.632995,7.499665,113.35069,5.611675,1.2774,3.54173,90.905328,149.811992,7.628057,17.107146,30.475964,3.026357,6.786788,10.571572,13.00952,1.862004,1439.811004,3.914488,123.695806,4.177894,1434.441636,103.519025,6.897704,1733.613517,957.92877,23.76369,1.847851,3.415559,14.696222,15.072457,14.604198,18.858809,19.701067,3.684795,1657.623408,119.621201,22.818003,2.721506,11.144189,6.14093,2.984675,2.268937,28.004075,6.362304,5.842832,74.634281,405.536407,50.151358,34.608227,20.523645,20.23354,775.685622,1.80373,2.777637,20.708571,5.534135,4.244856,47.962604,34.841269,38.687809,6.589669,117.526532,2.549461,121.713351,97.043433,19.487101,125.061193,6.090598,936.748478,2.687871,6.334453,1.322262,4.400215,11.329126,25.848453,12.913687,332.560655,3.84468,2.584618,12.816274,1386.278644,8.571431,32.163922,14.831924,9.301038,182.379634,453.337196,21.552055,131.392524,7.80231,4.810065,2.920438,8.333809,2.784417,76.58121,8.360125,8.873205,284.467339,30.535902,3.076106,6.494804,3.357293,16.334986,13.502967,3.52408,10.940326,8.726255,14.785183,3.392063,10.006191,7.320249,16.957192,8.736418,23.659547,9.547159,6.349986,42.418484,8.161774,27.151947,4.801189,5.804274,4.04222,4.068801,23.37322,8.364189,14.612098,17.641394,5.895983,6.504661,37.155702,9.546642,7.058695,2.17221,6.19501,8.648601,3.27598,7.982395,16.680893,6.663894,11.329897,35.175213,27.837001,44.5165,10.6358,13.957288,6.10973,3.448692,14.475672,8.059166,8.529386,9.360993,6.982126,5.359801,7.781687,8.06085
BXS0114-2,0.0,9.105374,44.160544,23.072243,2.895157,2.961259,87.649337,5.615881,0.410687,2.165651,54.08853,142.487082,6.499384,11.991033,16.344263,1.854634,5.288806,8.004741,6.754438,1.826482,1006.546759,3.710943,117.519854,3.409033,1102.692011,92.478668,7.361656,1352.421101,723.088253,20.527524,2.529703,4.06493,14.251847,14.983619,12.263054,16.738781,14.711541,1.237755,1369.099079,93.650344,18.302366,3.431571,9.523903,4.785412,3.658246,3.717937,20.842498,3.861052,4.821681,101.311403,360.643267,42.325574,37.952068,12.579857,12.452947,610.391331,1.588363,3.318788,15.745068,2.650047,3.8456,37.822756,25.885677,30.51972,6.483919,115.270358,2.162308,101.400739,56.25224,14.266535,146.480768,5.960528,847.469806,1.907359,7.831766,1.274565,2.549397,10.694571,37.986387,9.565176,252.546859,3.664487,1.027838,7.479156,1024.21508,6.617769,34.611677,11.626977,8.250882,218.288618,399.185643,23.929123,98.432597,4.382251,3.181556,2.735498,5.747534,1.419614,59.896661,8.350583,7.670726,246.601773,21.58389,3.37537,7.817459,3.410851,21.608564,13.860356,4.680884,7.700595,8.821439,12.904456,4.499751,12.127323,8.268633,11.791614,8.691756,24.01829,11.24554,6.07598,32.09664,7.066618,35.262854,3.30751,5.702785,4.898856,3.109941,16.088375,8.501333,11.886788,21.169152,6.078036,7.952706,30.447135,11.706028,4.737515,2.577949,4.385463,7.123335,2.927274,7.079516,17.17914,7.061705,9.308688,39.805173,33.304639,31.871381,19.791541,8.844225,6.571057,3.493067,11.337552,8.055669,11.335446,10.298383,9.712432,7.064584,7.93206,9.619629
BXS0114-3,0.0,3.157617,38.3453,20.888454,2.284535,1.660211,87.183487,4.191103,2.004798,2.789288,56.490324,66.428139,5.048131,11.165732,19.657379,3.216045,3.592502,6.564007,15.599009,1.126004,1224.148813,2.354315,90.458455,2.863706,937.02154,95.090995,5.723491,965.149071,585.745109,12.030125,1.330938,5.624746,11.993498,7.461025,12.652618,9.753028,21.283449,1.946243,919.652174,28.750682,13.228416,0.000482,8.53741,1.673352,2.942831,0.000588,22.349977,4.357122,4.143225,65.051568,309.255665,18.578994,23.732666,17.465322,16.957265,500.975045,1.629002,0.698037,16.375622,1.841923,2.598209,32.722991,23.150613,31.055814,4.265736,138.324036,1.488052,68.966132,71.760356,5.362608,110.388643,3.432831,745.063237,0.113989,5.963736,1.323425,4.390041,3.950576,8.427281,12.505339,147.349528,2.998775,2.925649,8.892018,898.455791,8.187721,22.411725,8.445043,5.761949,117.795368,267.824136,26.873517,151.332746,3.993975,3.729776,3.626542,7.096047,1.755166,40.231405,2.307285,6.351312,261.950441,65.646584,3.654596,11.158564,4.946371,10.685621,14.539211,4.945452,4.665194,9.975562,16.556702,4.085354,11.658849,5.682768,20.801243,9.565326,24.942297,14.293773,6.446884,31.299264,7.640392,33.295907,4.78641,6.839785,5.984564,5.157273,24.146524,9.62926,15.095305,15.468436,9.332263,6.944067,32.605079,8.075247,10.315459,3.103888,2.891136,6.408021,5.785569,11.57587,18.304197,6.525974,6.981079,44.428434,30.69524,37.996868,12.433111,10.357139,5.571327,3.553234,15.690013,9.019225,8.935586,11.507324,7.933762,4.94479,5.572103,5.42084
BXS0115-1,0.0,2.418219,40.135225,19.99353,2.529235,2.744584,60.257733,2.518275,0.797187,2.282337,48.625252,42.442922,2.660209,8.790227,11.73898,1.905454,2.978958,6.92036,13.840347,0.792629,1020.983173,1.585897,72.51808,2.694434,793.397066,79.014613,4.898463,850.47793,465.379726,9.323548,1.238513,2.053579,10.768024,6.111467,11.778522,5.312257,12.343202,0.022269,752.86433,20.791877,8.504553,0.000378,6.963252,1.279966,4.58258,1.660893,14.029415,3.398976,2.945271,64.055678,273.424763,19.76992,22.873093,14.779887,14.212337,417.997946,0.621833,0.71192,3.957572,1.194223,1.779147,25.233005,19.13311,22.364026,5.211593,124.062714,0.999509,53.969861,46.528301,4.292318,103.525444,2.658924,623.573859,0.227954,3.858148,1.400302,3.150011,2.932247,8.129512,11.060657,107.339854,3.583214,2.656896,6.876726,739.921968,7.044925,21.904139,7.78802,6.050407,86.095591,207.416504,17.962291,75.400403,2.741791,2.724612,4.713022,7.619874,0.950882,28.759791,0.478591,5.375162,197.990021,56.53694,3.626415,10.236304,4.668282,15.657244,13.081331,3.544661,6.82841,11.179312,18.461531,3.577831,11.487953,5.929973,18.201461,9.90627,24.629596,11.857271,7.891636,34.458315,11.10554,28.102258,4.66479,6.787155,5.309388,5.378042,19.958501,9.55121,13.991627,14.52402,7.823995,5.204985,25.447215,6.770837,10.111714,5.057879,3.015214,7.821131,5.731929,10.431087,15.361696,6.310911,9.100369,29.17601,26.387685,35.630707,12.639534,10.64448,5.15288,3.531282,19.621208,8.589692,9.523971,10.804114,7.732366,4.67067,6.914764,6.353314
BXS0115-2,0.0,3.825258,39.427665,18.96433,1.993674,1.682947,68.765314,3.185823,1.158669,1.8844,59.044743,46.779731,3.659198,9.453733,16.107017,2.092502,2.813801,6.09422,13.072143,0.665864,1070.451588,2.054419,78.835204,2.449547,834.322629,80.145498,5.470713,864.688687,508.986997,10.057313,1.345344,4.541831,9.061081,9.925544,11.358043,5.642769,14.618587,1.299783,821.895742,29.345057,8.225695,0.000487,9.460938,1.550767,2.874904,1.077484,17.091539,3.410929,3.183433,48.025244,295.534074,19.009897,22.689062,15.326883,14.26798,433.778206,0.800372,1.306747,12.654332,0.884367,2.738143,26.320434,25.408576,29.397571,5.075252,129.90681,1.224032,55.868657,70.062408,6.360729,108.810821,4.917203,680.813694,0.194244,4.069192,1.67974,3.191577,2.62437,9.337684,12.150235,131.358019,2.616148,2.371942,8.132201,789.616162,6.903777,17.535028,8.130162,5.297951,107.215721,232.244571,23.653941,102.310707,4.104698,2.764313,3.502055,4.690144,1.386012,27.512787,1.019026,4.06883,189.432557,60.439831,3.728424,11.323484,5.049298,11.593723,13.125964,4.86557,3.953164,10.835894,19.090494,3.876609,12.120463,5.538305,20.592963,9.992548,28.782978,14.436037,5.902862,34.667321,8.507778,31.552279,5.289951,6.912335,5.396681,4.921783,20.63873,9.30457,14.274104,16.265055,9.301893,7.221418,28.82739,6.562253,8.13331,3.398666,3.252545,6.93773,3.128243,9.633054,15.549465,5.760517,10.802927,41.809591,31.164114,36.813487,14.838819,11.289987,5.757172,3.251794,19.485827,7.777802,8.446781,11.386539,8.517931,4.328195,6.419183,7.164044
BXS0115-3,0.0,4.921483,49.96413,23.720835,5.29779,4.656719,96.253768,2.723728,1.564189,3.424821,90.717333,171.536795,8.528877,12.217716,21.143282,6.760186,2.63322,4.283552,16.035759,1.348259,1311.081085,6.637881,115.156231,3.475227,1194.844747,54.85227,8.995871,1555.084661,769.441482,29.827301,0.664223,7.761898,15.425811,19.131875,11.440927,8.937453,22.384415,2.383654,1368.592264,0.0,13.90291,1.311754,7.384655,3.611918,3.557876,0.911172,26.090455,4.640489,5.77341,70.152243,391.537178,47.830791,31.409493,18.853796,20.975285,718.492544,1.491238,1.256731,22.139532,2.116951,5.394668,25.721781,37.60794,46.08044,2.602038,140.251129,6.451008,113.685715,115.755029,13.230896,89.48934,4.362894,873.711526,1.167407,7.524359,2.161676,4.036372,10.526609,6.69906,9.879231,296.479515,4.58957,4.533406,14.157357,1384.984032,8.093296,30.401745,11.010376,8.969964,104.089965,391.601776,15.678598,154.116431,5.054002,5.698458,2.145108,6.630053,1.599393,55.623167,4.406232,6.423958,524.758373,58.290976,2.375746,6.200666,3.702755,5.949821,11.864555,4.691915,6.742417,17.787337,14.640431,2.77413,6.865548,4.010093,21.925251,6.585241,15.723187,11.294019,5.946504,42.1435,6.486926,44.727681,3.462879,6.832791,4.121553,5.538832,26.691048,6.894066,16.74831,10.190713,5.993198,5.999834,42.897401,8.388287,5.698639,1.737709,5.892285,6.336074,2.74675,16.566171,23.847641,5.338249,16.882686,38.188242,24.174144,51.764935,13.764663,13.05879,3.069163,2.585095,14.872596,12.42319,4.972344,10.641286,3.16791,4.742458,4.597496,5.195603
BXS0116-1,0.0,6.090057,53.569957,24.913738,4.524546,8.243391,96.813934,2.726869,1.895045,3.155425,98.931302,133.078583,6.274847,13.866685,21.500852,6.533978,2.944339,5.526379,18.912833,1.379941,1238.019127,5.96849,109.340271,2.773818,1197.591337,63.468937,10.479292,1669.634294,802.841996,30.016345,0.215194,3.670054,18.697439,15.540273,12.855216,9.767486,17.519629,3.447742,1400.108527,0.0,11.651174,0.918282,6.212392,2.996684,2.891417,2.744635,28.576628,3.956615,6.001626,76.460271,355.363526,61.835423,33.414673,22.616188,23.450933,672.683735,1.208241,1.049761,27.158233,2.438322,4.841853,28.321238,37.797375,51.098225,3.613174,115.38064,6.512011,112.569673,132.326885,13.981865,90.267927,4.100473,736.682135,1.62151,6.922614,1.754117,3.16644,9.751618,7.674326,11.542897,258.098128,4.722723,5.112982,11.119882,1423.61954,8.125576,31.878482,12.256868,8.512285,88.141952,360.284205,12.337522,124.558906,5.528011,5.24567,2.726719,7.898905,2.299104,51.761032,2.519582,7.001558,222.468232,44.745268,2.251402,6.215706,2.942462,5.881138,10.286427,4.390933,10.526442,17.557302,15.78749,2.260687,6.20856,3.706677,22.548802,5.658117,13.52321,9.194313,6.916771,44.007526,9.117996,34.536389,3.455673,6.664672,4.459115,7.1814,23.831012,6.026977,16.834242,10.682988,4.97043,4.70218,44.540502,8.330201,7.980972,2.222413,7.348467,7.989385,2.731745,8.625905,21.212782,5.429414,13.377045,28.364604,19.881975,54.20454,11.889331,13.465748,3.643986,2.236015,17.96326,11.668319,5.649434,10.610907,6.1838,5.946648,4.966974,5.918135
BXS0116-2,0.0,4.116347,40.403001,21.627509,4.189165,6.60105,79.42081,3.343589,1.314837,1.436074,77.15695,173.44536,6.293495,11.774444,18.568967,5.05753,2.763377,6.141699,14.117064,1.199703,1079.228992,6.154345,76.166339,2.92536,1023.543497,58.365805,9.142471,1540.277724,641.944661,22.693905,0.0,4.803163,13.859292,13.013887,11.414752,5.519077,17.156407,1.056771,1255.179885,0.0,10.198775,1.396953,6.605295,2.845566,3.23053,1.328038,24.085942,3.985395,5.889206,75.335155,224.940434,62.436569,35.736654,15.844278,21.906816,593.083326,0.826118,0.891304,24.300779,1.922967,3.659756,19.682934,30.319074,40.019991,2.244397,103.99519,4.972402,109.875576,107.779238,12.317291,66.270753,3.891414,598.051996,0.808139,4.608476,1.080606,3.560688,8.318907,8.804317,9.759363,281.502864,4.623514,3.975602,11.067963,1130.187789,8.850979,32.563701,11.11506,8.233944,62.123061,329.025446,15.76432,127.631933,4.561972,4.425384,2.757277,8.265847,1.865003,45.390587,2.97012,6.07497,309.840896,30.818381,2.585336,7.018619,3.087989,9.907197,13.303744,4.246764,15.075069,27.364196,20.793485,2.057758,7.389778,4.318825,16.899589,5.94628,15.879239,6.485749,6.216793,38.753044,8.112691,41.590024,2.560807,6.042024,3.478104,7.255898,20.11205,5.160113,14.183679,10.807935,5.102692,3.996331,45.730044,7.739886,7.2197,2.871818,7.288358,7.651013,2.670048,5.316751,16.323955,4.573917,9.830036,26.076924,18.42665,51.921704,8.625801,12.645361,5.071615,2.324556,23.780142,6.719472,6.874414,7.456125,3.130176,7.585091,6.005561,7.275607
BXS0116-3,0.0,8.211452,46.235186,34.043637,4.824105,2.252908,213.7902,4.56622,1.111694,2.134126,72.268824,273.933352,16.984436,13.836694,17.871145,1.408152,5.488751,4.760897,9.668425,1.23259,1524.797156,10.094386,109.937409,4.309578,1113.550944,161.171398,10.926337,1198.510761,720.886491,22.481981,0.258363,4.438791,17.083711,19.596679,12.905011,6.11679,25.746499,1.042601,1370.268133,32.296765,22.485464,3.438456,10.670305,2.518592,4.812,2.240416,30.386975,5.992212,8.503039,135.038276,423.803062,66.570206,51.457041,11.877556,20.989442,822.291388,0.904458,3.143274,34.644079,2.733793,2.145525,36.293741,39.58835,36.301924,6.820037,225.377045,2.225958,83.691346,105.170285,18.33382,166.97442,10.565258,1101.452027,1.523816,8.562805,4.339829,4.887467,13.671009,3.7e-05,18.142188,394.468638,5.601227,2.009321,11.864813,1195.070077,10.295511,63.479202,6.436846,8.373294,194.347072,316.259848,43.997822,254.987617,4.773289,6.091639,4.391253,14.670676,3.096398,94.091878,4.746928,18.537355,550.124739,30.039603,2.923547,11.995086,5.41413,24.701286,20.977004,3.723709,11.285431,16.228378,26.59886,4.243425,10.261962,6.91981,16.923498,13.991509,26.0173,12.135653,7.968429,36.267456,11.212242,53.296101,6.140993,8.07968,4.826855,6.657229,22.317039,7.371662,15.728837,15.900952,8.658528,6.929461,33.227477,5.654839,8.46942,2.462162,7.96207,9.249468,3.112839,9.407684,18.813823,6.522558,8.690233,44.9798,32.395974,39.07314,17.954883,14.43553,7.84142,3.696724,15.957417,9.183857,8.752746,9.160114,3.082053,7.780226,4.651948,6.180315
BXS0117-1,0.0,7.891155,40.553957,27.155464,6.843773,0.012151,163.859272,3.462872,0.581613,1.482492,51.5723,264.057482,7.997434,12.155845,17.102605,1.127116,3.122717,2.946713,7.428423,0.467921,1226.077674,10.205221,114.712604,4.245249,1271.552117,128.65642,7.741871,1334.782058,715.173,20.484956,0.237158,3.900832,11.35704,12.749665,11.465147,5.783204,16.197604,0.170396,1200.681311,24.10358,10.093383,2.962585,10.408944,3.05733,3.33628,0.053291,22.338139,4.281442,6.318456,149.324961,434.910165,89.568051,60.740303,11.309868,18.090202,632.222639,0.623364,3.661873,24.77748,2.478522,1.890869,29.04737,33.651864,38.37253,4.083036,189.477563,2.137648,126.508191,127.646564,14.656617,147.326813,8.086436,924.912395,0.879735,7.888525,2.11106,4.267608,8.502444,0.00397,11.139754,400.966748,4.469233,1.08897,9.12908,1016.313748,7.119005,42.400211,7.149696,8.312269,195.14169,278.385707,44.498481,239.647709,5.107241,5.207224,3.506569,8.734242,2.805536,57.868979,2.866417,10.32688,405.451138,28.49187,3.368865,11.24374,6.23823,26.410798,19.343489,4.002886,10.331237,14.934542,23.088799,3.735529,10.31076,7.672037,10.665731,11.061455,24.66038,10.570926,6.418075,31.701941,6.913327,55.543516,3.643713,7.336311,5.432517,4.166877,15.577337,7.625778,7.68971,18.859783,7.334797,7.245972,35.184697,9.608733,5.3119,3.15851,6.03648,5.944375,3.191855,8.135718,21.281323,5.330851,10.929045,44.215939,31.108479,26.293767,16.45329,9.395527,7.117985,3.826626,12.518087,9.007104,12.594775,6.881954,3.668456,7.753959,6.623892,7.520964
BXS0117-2,0.0,8.929919,41.47029,25.013752,7.524798,0.915905,129.978169,3.998421,0.552051,2.020551,57.17224,250.656452,11.22926,12.85334,18.58081,0.940221,4.780278,4.58068,7.402727,1.110664,1242.275682,9.635377,110.008791,3.659231,1263.054264,127.734268,10.768221,1505.068064,747.26586,21.77973,1.198099,6.040238,18.419674,14.602832,12.432262,6.474831,20.407583,0.010315,1337.258188,36.986483,17.822337,2.834411,9.976712,2.471167,5.373553,2.966646,29.682906,4.155821,5.424112,122.860011,420.529118,88.963045,56.014411,12.844143,17.332723,690.803596,1.434908,3.84565,23.601801,2.990902,2.408367,30.964359,31.830171,39.445864,5.343641,204.960037,2.667075,90.762762,120.475387,16.133202,136.043341,6.895702,952.549447,1.871119,9.008553,2.661247,4.846555,9.184289,0.355355,9.991942,391.691861,4.371755,1.744322,9.292458,1083.546694,7.568183,67.530692,6.485721,8.408024,216.238868,293.99537,32.414402,316.899182,5.160655,4.195005,5.514047,10.740836,3.09185,55.64253,6.622548,12.993338,416.852799,25.149488,2.484185,12.568396,5.247718,27.351317,18.722761,4.007251,14.940808,13.358734,21.970379,3.902094,8.634291,7.162725,12.123935,9.476006,25.525784,9.979606,6.719076,35.507529,7.872163,41.086743,3.654899,7.412528,4.441963,5.665471,15.924191,7.973923,9.754614,14.588581,6.88188,5.159487,31.291188,6.011245,5.825738,2.905286,5.17324,6.358578,0.819252,6.901553,20.441573,4.436318,8.163647,40.642152,29.848145,31.272424,12.986424,9.600913,6.889087,3.027846,18.575245,7.005138,10.70893,8.086317,5.865514,6.128513,5.859307,8.034168
