,Gene ID
1740,RAB8A
1741,MEN1
1742,MEST
1743,MET
1744,METTL1
1745,MFAP1
1746,MFAP3
1747,MFGE8
1748,MELTF
1749,MFNG
1750,MGAT1
1751,MGAT2
1752,MGAT3
1753,MGAT5
1754,MIA2
1755,MGMT
1756,MGST1
1757,MGST2
1758,MGST3
1759,CIITA
1760,CD99
1761,MICB
1762,MIF
1763,CXCL9
1764,MIPEP
1765,ATXN3
1766,MKI67
1767,MKLN1
1768,MLF1
1769,MLH1
1770,MAP3K9
1771,MAP3K10
1772,MAP3K11
1773,KMT2A
1774,MLLT1
1775,AFF1
1776,MLLT3
1777,AFDN
1778,MLLT6
1779,FOXO4
1780,MMP7
1781,MMP9
1782,MMP14
1783,MMP15
1784,MMP17
1785,ALDH6A1
1786,MNAT1
1787,MNDA
1788,MNT
1789,MOCS1
1790,MOCS2
1791,MOV10
1792,CD200
1793,MPG
1794,MPI
1795,MPP1
1796,MPST
1797,MPV17
1798,MPZ
1799,MRE11
1800,ABCC1
1801,MYO1B
1802,MSH2
1803,MSH3
1804,MSH5
1805,MSN
1806,MSRA
1807,MST1
1808,MST1R
1809,MSX1
1810,MT1E
1811,MT1F
1812,MT1X
1813,MT2A
1814,MTAP
1815,ATP6
1816,ATP8
1817,TRNC
1818,COX1
1819,COX2
1820,COX3
1821,MTCP1
1822,CYTB
1823,MTF1
1824,NUDT1
1825,MTHFD1
1826,MTHFR
1827,MTIF2
1828,MTM1
1829,ND1
1830,ND2
1831,ND3
1832,ND4
1833,ND4L
1834,ND5
1835,ND6
1836,MYO1F
1837,MTTP
1838,MTR
1839,RNR1
1840,RNR2
1841,MTRR
1842,TRNA
1843,TRND
1844,TRNE
1845,TRNF
1846,TRNH
1847,TRNI
1848,TRNL1
1849,TRNM
1850,TRNN
1851,TRNP
1852,TRNQ
1853,TRNR
1854,TRNS1
1855,TRNS2
1856,TRNT
1857,TRNV
1858,TRNW
1859,TRNY
1860,MTX1
1861,MUC4
1862,TRIM37
1863,MMUT
1864,MUTYH
1865,MVD
1866,MVK
1867,MX1
1868,MX2
1869,MXI1
1870,MYB
1871,MYBL1
1872,MYBL2
1873,MYBPC2
1874,MYC
1875,MYCL
1876,MYD88
1877,GADD45B
1878,MYH3
1879,MYH9
1880,MYH10
1881,MYH11
1882,MYL5
1883,MYL6
1884,MYO1C
1885,MYO1D
1886,MYO1E
1887,MYO5A
1888,MYO5B
1889,MYO6
1890,MYO7B
1891,MYO9A
1892,MYO9B
1893,MYO10
1894,PPP1R12A
1895,PPP1R12B
1896,NAB1
1897,NAB2
1898,NACA
1899,NAGA
1900,NAGLU
1901,HNRNPM
1902,NAIP
1903,NAP1L1
1904,NAP1L2
1905,NAP1L4
1906,NARS1
1907,NASP
1908,NBL1
1909,NUBP1
1910,NBN
1911,NCBP1
1912,NCF2
1913,NCF4
1914,NCK1
1915,NCL
1916,NDUFA1
1917,NDUFA2
1918,NDUFA3
1919,NDUFA4
1920,NDUFA5
1921,NDUFA6
1922,NDUFA7
1923,NDUFA8
1924,NEB
1925,NDUFA9
1926,NDUFA10
1927,NDUFAB1
1928,NDUFB1
1929,NDUFB2
1930,NDUFB3
1931,NDUFB4
1932,NDUFB5
1933,NDUFB6
1934,NDUFB7
1935,NDUFB8
1936,NDUFB9
1937,NDUFB10
1938,NDUFC1
1939,NDUFC2
1940,NDUFS1
1941,NDUFS2
1942,NDUFS3
1943,NDUFV1
1944,NDUFS4
1945,NDUFS5
1946,NDUFS6
1947,NDUFS8
1948,NDUFV2
1949,NDUFV2P1
1950,NDUFV3
1951,DRG1
1952,NEDD4
1953,SEPTIN2
1954,RPL10A
1955,NEDD8
1956,NEDD9
1957,NEFH
1958,NEK1
1959,NEK2
1960,NEK3
1961,NEO1
1962,NEU1
1963,NF1
1964,NF2
1965,NFATC1
1966,NFATC2
1967,NFATC3
1968,NFATC4
1969,NFE2L1
1970,NFE2L2
1971,NFIB
1972,NFIC
1973,NFIL3
1974,NFIX
1975,NFKB1
1976,NFKB2
1977,NFKBIA
1978,NFKBIB
1979,NFKBIE
1980,NFKBIL1
1981,TONSL
1982,NFRKB
1983,NFX1
1984,NFYA
1985,NFYB
1986,NFYC
1987,NGFR
1988,SNU13
1989,NID1
1990,NINJ1
1991,NINJ2
1992,NIT1
1993,NKG7
1994,NKTR
1995,NKX3-1
1996,NMB
1997,NME1
1998,NME2
1999,NME3
2000,NME4
2001,NQO2
2002,NMT1
2003,NOP2
2004,NONO
2005,CNOT2
2006,CNOT3
2007,CNOT4
2008,NOTCH1
2009,NOTCH2
2010,NOTCH4
2011,PNP
2012,NPAT
2013,NPC1
2014,NPHP1
2015,NPM1
2016,NPM1P6
2017,NPR1
2018,NPR2
2019,SLC11A2
2020,NRAS
2021,NRCAM
2022,NRDC
2023,NRF1
2024,NRGN
2025,NRL
2026,YBX1
2027,NSF
2028,NT5E
2029,NTHL1
2030,NTRK2
2031,DDR2
2032,NUCB1
2033,NUCB2
2034,NUMA1
2035,NUP88
2036,NUP98
2037,NR4A2
2038,NVL
2039,OAS1
2040,OAS2
2041,OAS3
2042,OAT
2043,TBC1D25
2044,OAZ1
2045,OAZ2
2046,OCRL
2047,ODC1
2048,ODF2
2049,OGDH
2050,OGG1
2051,OPA1
2052,TNFRSF11B
2053,OPRL1
2054,ORC1
2055,ORC2
2056,ORC4
2057,ORC5
2058,SLC22A18
2059,OSBP
2060,OSM
2061,OVGP1
2062,OXA1L
2063,OXCT1
2064,OXTR
2065,P2RX1
2066,P2RX4
2067,P2RX5
2068,P2RX7
2069,P2RY1
2070,P2RY11
2071,P4HA1
2072,P4HB
2073,PA2G4
2074,PEBP1
2075,PABPC3
2076,FURIN
2077,PCSK6
2078,PAFAH1B1
2079,PAFAH1B2
2080,PAFAH1B3
2081,PAFAH2
2082,PRDX1
2083,SERPINB2
2084,PAK1
2085,PAK2
2086,PAM
2087,PARN
2088,PAWR
2089,PAX5
2090,PDCL
2091,PAX9
2092,PBX2P1
2093,PBX2
2094,PBX3
2095,PC
2096,PCBD1
2097,PCBP1
2098,PCBP2
2099,PCCA
2100,PCCB
2101,PCDHGC3
2102,PCK2
2103,PCM1
2104,PCMT1
2105,PCNA
2106,PCNT
2107,CHMP1A
2108,CDK16
2109,CDK17
2110,PCYT1A
2111,PDCD1
2112,PDCD2
2113,PDE1C
2114,PDE3B
2115,PDE4A
2116,PDE4B
2117,PDE4C
2118,PDE4D
2119,PDE6D
2120,PDE6G
2121,PDE7A
2122,PDE8A
2123,PDE1B
2124,PDGFA
2125,PDE6B
2126,PDGFRB
2127,PDHA1
2128,PDHB
2129,PDK1
2130,PDK2
2131,PDK3
2132,ENPP2
2133,PDPK1
2134,PECAM1
2135,PEPD
2136,PER1
2137,GATB
2138,PEX1
2139,PEX6
2140,PEX7
2141,PEX10
2142,PEX12
2143,PEX13
2144,PEX14
2145,PFAS
2146,CFP
2147,PFDN1
2148,PFDN2
2149,PFDN4
2150,PFDN5
2151,ATP8B1
2152,PFKFB1
2153,PFKFB2
2154,PFKFB3
2155,PFKFB4
2156,PFKL
2157,PFKM
2158,PFKP
2159,PFN1
2160,PFN2
2161,CDK14
2162,PGAM1
2163,PGD
2164,PGF
2165,PGGT1B
2166,PGK1
2167,PGK1P1
2168,PGM1
2169,PGM3
2170,PGM5
2171,ABCB1
2172,ABCB4
2173,PHB
2174,SLC25A3
2175,PHF1
2176,PHF2
2177,PHKA1
2178,PHKA2
2179,PHKB
2180,PHKG1
2181,PHKG2
2182,PHYH
2183,SERPINA1
2184,SERPINB6
2185,SERPINE2
2186,SERPINB8
2187,SERPINB9
2188,SERPINB10
2189,SERPINI1
2190,PIGA
2191,PIGC
2192,PIGF
2193,PIGH
2194,PIGR
2195,PIK3C2A
2196,PIK3C2B
2197,PIK3C3
2198,PIK3CA
2199,PIK3CB
2200,PIM1
2201,PIK3CD
2202,PIK3CG
2203,PIK3R1
2204,PIK3R2
2205,PI4KA
2206,PI4KB
2207,PIN1
2208,PIN4
2209,PIP4K2A
2210,PITPNA
2211,PITX1
2212,PKD1
2213,PKD2
2214,PKM
2215,PKNOX1
2216,PKP2
2217,PLA2G4A
2218,PLAG1
2219,PLAGL1
2220,PLAGL2
2221,PLAU
2222,PLAUR
2223,PLCB2
2224,PLCB3
2225,PLCD1
2226,PLCL1
2227,PLCG1
2228,PLCG2
2229,PLD1
2230,PLD2
2231,PLEC
2232,PLEK
2233,PLGLB2
2234,PLK1
2235,PLOD1
2236,PLOD2
2237,PLP2
2238,PLRG1
2239,PLS1
2240,PLS3
2241,PLSCR1
2242,PLTP
2243,PLXNA1
2244,PLXNA2
2245,PLXNB1
2246,PMAIP1
2247,PNOC
2248,PML
2249,PMM1
2250,PMM2
2251,PMS1
2252,PMS2P1
2253,PMS2P2
2254,PMS2P4
2255,PMS2P5
2256,PMS2P3
2257,EXOSC9
2258,EXOSC10
2259,PMS2
2260,PRRX1
2261,PNN
2262,UBL3
2263,PODXL
2264,POLA1
2265,POLB
2266,POLD1
2267,POLD2
2268,POLE
2269,POLE2
2270,POLG
2271,POLH
2272,POLR2A
2273,POLR2B
2274,POLR2C
2275,POLR2D
2276,POLR2E
2277,POLR2F
2278,POLR2G
2279,POLR2H
2280,POLR2I
2281,POLR2J
2282,POLR2K
2283,POLR2L
2284,POLRMT
2285,POMC
2286,PON2
2287,POR
2288,POU2AF1
2289,POU2F1
2290,POU2F2
2291,POU3F1
2292,POU4F1
2293,POU5F1
2294,POU6F1
2295,PPA1
2296,PPARA
2297,PPARD
2298,PPARG
2299,MED1
2300,PPAT
2301,CTSA
2302,PPIA
2303,PPIB
2304,PPID
2305,PPIAP11
2306,PPM1A
2307,PPM1B
2308,PPM1G
2309,PPOX
2310,PPP1CA
2311,PPP1CB
2312,PPP1CC
2313,PPP1R2
2314,PPP1R3D
2315,PPP1R7
2316,PPP1R8
2317,PPP1R10
2318,PPP2CA
2319,PPP2CB
2320,PPP2R1A
2321,PPP2R1B
2322,PPP2R2A
2323,PTPA
2324,PPP2R5A
2325,PPP2R5B
2326,PPP2R5C
2327,PPP2R5D
2328,PPP2R5E
2329,PPP3CA
2330,PPP4C
2331,PPP3CB
2332,PPP3CC
2333,PPP3R1
2334,PPP5C
2335,PPP6C
2336,PPT1
2337,PRCC
2338,PRCP
2339,PREP
2340,PRF1
2341,SRGN
2342,PRG2
2343,PRH1
2344,PRIM1
2345,PRIM2
2346,PRKAA1
2347,PRKAB1
2348,PRKAB2
2349,PRKACA
2350,PRKACB
2351,PKIA
2352,PRKAG1
2353,PRKAR1A
2354,PRKAR1B
2355,PRKAR2A
2356,PRKCA
2357,PRKCB
2358,PRKCD
2359,PRKCE
2360,PRKCH
2361,PRKCI
2362,PKN1
2363,PKN2
2364,PRKCSH
2365,PRKCZ
2366,PRKDC
2367,MAPK1
2368,MAPK3
2369,MAPK6
2370,MAPK7
2371,MAPK8
2372,MAPK11
2373,MAPK9
2374,MAPK13
2375,MAP2K1
2376,MAP2K2
2377,MAP2K3
2378,MAP2K5
2379,MAP2K6
2380,MAP2K7
2381,EIF2AK2
2382,DNAJC3
2383,THAP12
2384,PRKX
2385,PRKY
2386,PRL
2387,PRLR
2388,PRNP
2389,PRODH
2390,PRPS1
2391,PRPS2
2392,PRPSAP1
2393,PRPSAP2
2394,PRRG2
2395,LGMN
2396,PSAP
2397,PSEN1
2398,PSEN2
2399,PSKH1
2400,PSMA1
2401,PSMA2
2402,PSMA3
2403,PSMA4
2404,PSMA5
2405,PSMA6
2406,PSMA7
2407,PSMB1
2408,PSMB2
2409,PSMB3
2410,PSMB4
2411,PSMB5
2412,PSMB6
2413,PSMB7
2414,PSMB8
2415,PSMB9
2416,PSMB10
2417,PSMC1
2418,PSMC2
2419,PSMC3
2420,PSMC4
2421,PSMC5
2422,PSMC6
2423,PSMD1
2424,PSMD2
2425,PSMD3
2426,PSMD4
2427,PSMD5
2428,PSMD7
2429,PSMD8
2430,PSMD9
2431,PSMD10
2432,PSMD11
2433,PSMD12
2434,PSMD13
2435,PSME1
2436,PSME2
2437,PSPH
2438,PTAFR
2439,PTBP1
2440,PTCH1
2441,PTEN
2442,PTGER2
2443,PTGER4
2444,PTGFRN
2445,PTGIR
2446,PTGS1
2447,PTGS2
2448,PTK2
2449,PTK7
2450,TWF1
2451,PTMA
2452,PTMAP2
2453,PTMAP4
2454,PTMS
2455,PTP4A2P1
2456,QSOX1
2457,PTPN1
2458,PTPN2
2459,PTPN3
2460,PTPN4
2461,PTPN6
2462,PTPN7
2463,PTPN9
2464,PTPN11
2465,PTPN12
2466,PTPN13
2467,PTPN14
2468,PTPRA
2469,PTPRC
2470,PTPRCAP
2471,PTPRE
2472,PTPRF
2473,PTPRG
2474,PTPRJ
2475,PTPRK
2476,PTPRM
2477,PTPRN2
2478,PTPRO
2479,PTPRS
2480,PTS
2481,RAD1
2482,PURA
2483,PURB
2484,PVR
2485,NECTIN1
2486,PVT1
2487,PWP2
2488,PEX19
2489,ABCD3
2490,ABCD4
2491,PXMP2
2492,PEX2
2493,PXN
2494,PEX5
2495,PYCR1
2496,ALDH18A1
2497,PCYT2
2498,PYGB
2499,PYGL
2500,PYGM
2501,QARS1
2502,QDPR
2503,RAB1A
2504,RAB2A
2505,RGL2
2506,RAB3A
2507,RAB3B
2508,RAB4A
2509,RAB5A
2510,RAB5B
2511,RAB6A
2512,MAP4K2
2513,RAB13
2514,RAB27A
2515,RABGGTA
2516,RABGGTB
2517,RABIF
2518,RAB5C
2519,RAC1
2520,RAC2
2521,RAC3
2522,RAD9A
2523,RAD17
2524,RAD21
2525,RAD23A
2526,RAD23B
2527,RAD51
2528,RAD51C
2529,RAD51B
2530,MOK
2531,RAD51D
2532,RAD52
2533,RAF1
2534,RALA
2535,RALB
2536,RALGDS
2537,RAN
2538,RANBP1
2539,RANBP2
2540,RANGAP1
2541,RAP1A
2542,RAP1B
2543,RAP1GDS1
2544,RAP2A
2545,RAP2B
2546,RARA
2547,RARG
2548,RARS1
2549,RARRES2
2550,PLAAT4
2551,RASA1
2552,RASA2
2553,RASGRF1
2554,RB1
2555,ARID4A
2556,KDM5A
2557,RBBP4
2558,RBBP5
2559,RBBP6
2560,RBBP7
2561,RBBP8
2562,RBL1
2563,RBL2
2564,RBM3
2565,RBM4
2566,RBMS1
2567,RBMS2
2568,RCN1
2569,RCN2
2570,RDH5
2571,RDX
2572,RECQL
2573,REL
2574,RELA
2575,RELB
2576,RENBP
2577,UPF1
2578,DPF2
2579,REST
2580,REV3L
2581,RFC1
2582,RFC2
2583,RFC3
2584,RFC4
2585,RFC5
2586,RFNG
2587,TRIM27
2588,RFX1
2589,RFX2
2590,RFX3
2591,RFX5
2592,RFXAP
2593,RGS1
2594,RGS2
2595,RGS3
2596,RGS10
2597,RGS12
2598,RGS13
2599,RGS16
2600,RHEB
2601,RING1
2602,RIT1
2603,RLF
2604,RLN2
2605,RMRP
2606,RN7SL1
2607,RN7SL4P
2608,RNASE4
2609,RNASE6
2610,RNASEL
2611,SNORA63
2612,SNORA62
2613,RNF2
2614,BRD2
2615,RNF4
2616,RNF5
2617,RNF6
2618,RNH1
2619,RNPEP
2620,ABCE1
2621,RNU1-4
2622,SNORD15A
2623,SNORA73A
2624,RNY1
2625,RNY3
2626,ROBO1
2627,ROCK1
2628,ROM1
2629,RORA
2630,RP9
2631,RP2
2632,RPGR
2633,RPA1
2634,RPA2
2635,RPA3
2636,RPE
2637,RPL3
2638,RPL4
2639,RPL5
2640,RPL9P7
2641,RPL6
2642,RPL7
2643,RPL7A
2644,RPL8
2645,RPL9
2646,RPL10
2647,RPL11
2648,RPL12
2649,RPL13
2650,RPL15
2651,RPL17
2652,RPL18
2653,RPL18A
2654,RPL19
2655,RPL21
2656,RPL22
2657,RPL23A
2658,MRPL23
2659,RPL24
2660,RPL26
2661,RPL27
2662,RPL30
2663,RPL27A
2664,RPL28
2665,RPL29
2666,RPL31
2667,RPL32
2668,RPL32P1
2669,RPL34
2670,RPL35A
2671,RPL36AL
2672,RPL37
2673,RPL37A
2674,RPL38
2675,RPL39
2676,RPL41
2677,RPL41P5
2678,RPL36A
2679,RPL7P1
2680,RPLP0
2681,RPLP1
2682,RPLP2
2683,MRPL12
2684,MRPS12
2685,RPN1
2686,RPN2
2687,RPS2
2688,RPS3
2689,RPS3A
2690,RPS4X
2691,RPS4Y1
2692,RPS5
2693,RPS6
2694,RPS6KA1
2695,RPS6KA2
2696,RPS6KA3
2697,RPS6KB1
2698,RPS6KB2
2699,RPS7
2700,RPS8
2701,RPS9
2702,RPS10
2703,RPS11
2704,RPS12
2705,RPS13
2706,RPS14
2707,RPS15
2708,RPS15A
2709,RPS16
2710,RPS17
2711,RPS18
2712,RPS19
2713,RPS20
2714,RPS20P3
2715,RPS21
2716,RPS23
2717,RPS24
2718,RPS25
2719,RPS26
2720,RPS27
2721,RPS27A
2722,RPS28
2723,RPS29
2724,RRAD
2725,RRAS
2726,RRBP1
2727,RREB1
2728,RRM1
2729,RRM2
2730,RTKN
2731,CLIP1
2732,RSU1
2733,RTN2
2734,RXRA
2735,RXRB
2736,RYK
2737,SORT1
2738,S100A4
2739,S100A6
2740,S100A9
2741,S100A11
2742,S100A13
2743,VPS52
2744,SAFB
2745,ACSM3
2746,SALL2
2747,MAPK12
2748,SARS1
2749,TSPAN31
2750,SAT1
2751,SBF1
2752,MSMO1
2753,SC5D
2754,ATXN1
2755,ATXN2
2756,ATXN7
2757,SCD
2758,SCML1
2759,SCN3A
2760,SCNN1D
2761,SCO1
2762,SCP2
2763,CCL3
2764,CCL3L1
2765,CCL4
2766,CCL5
2767,CCL17
2768,CCL22
2769,CCL25
2770,XCL1
2771,CX3CL1
2772,SDC1
2773,SDC4
2774,SDCBP
2775,SDF2
2776,SDHA
2777,SDHB
2778,SDHC
2779,SDHD
2780,SEC13
2781,SEC14L1
2782,TRAPPC2
2783,SEL1L
2784,SELL
2785,SELPLG
2786,SELENOP
2787,SELENOW
2788,MAP2K4
2789,SET
2790,SETMAR
2791,SFPQ
2792,SRSF1
2793,SRSF2
2794,SRSF3
2795,SRSF4
2796,SRSF5
2797,SRSF6
2798,SRSF7
2799,SFSWAP
2800,TRA2B
2801,SGCB
2802,SGK1
2803,SGSH
2804,SGTA
2805,SH3BGR
2806,SH3BGRL
2807,SH3BP2
2808,ITSN1
2809,SH3GL1
2810,SHB
2811,SHC1
2812,FBXW4
2813,SHMT1
2814,SHMT2
2815,SHOX2
2816,SIAH1
2817,SIAH2
2818,ST6GAL1
2819,ST3GAL1
2820,ST3GAL2
2821,ST3GAL4
2822,ST3GAL3
2823,PMEL
2824,STIL
2825,SIPA1
2826,SKI
2827,SKIL
2828,SKIV2L
2829,SKP1
2830,SKP2
2831,SLAMF1
2832,SLC1A1
2833,SLC1A4
2834,SLC1A5
2835,SLC2A1
2836,SLC2A3
2837,SLC2A5
2838,SLC3A2
2839,SLC4A2
2840,SMTN
2841,SLC5A3
2842,SLC6A4
2843,SLC6A6
2844,SLC6A9
2845,SLC7A1
2846,SLC7A2
2847,SLC8A3
2848,SLC9A1
2849,SLC9A2
2850,SLC9A3
2851,SLC9A5
2852,SLC12A2
2853,SLC12A4
2854,SLC15A2
2855,SLC16A1
2856,SLC19A1
2857,SLC20A1
2858,SLC20A2
2859,SLC25A1
2860,SLC22A5
2861,SLIT1
2862,SMARCA1
2863,SMARCA2
2864,HLTF
2865,SMARCA4
2866,SMARCB1
2867,SMARCC1
2868,SMARCC2
2869,SMARCD1
2870,SMARCD2
2871,SMARCE1
2872,SMN1
2873,SMN2
2874,SMO
2875,SMPD1
2876,SMPD2
2877,SMS
2878,SUMO3
2879,SUMO2
2880,SNAPC1
2881,SNAPC2
2882,SNAPC3
2883,SNAPC4
2884,FSCN1
2885,SNRNP70
2886,SNRPA
2887,SNRPA1
2888,SNRPB
2889,SNRPB2
2890,SNRPC
2891,SNRPD1
2892,SNRPD2
2893,SNRPD3
2894,SNRPE
2895,SNRPF
2896,SNRPG
2897,SNRPN
2898,SNTA1
2899,SNTB1
2900,SNX1
2901,SNX2
2902,SNTB2
2903,SOAT1
2904,SOD1
2905,SOD2
2906,CAPN15
2907,SON
2908,SORD
2909,SORL1
2910,SOS1
2911,SOS2
2912,SOX4
2913,SOX5
2914,SOX9
2915,SOX12
2916,SP1
2917,SP2
2918,SP3
2919,SP4
2920,SP100
2921,SPAG1
2922,UAP1
2923,SPAG4
2924,SPARC
2925,SPAST
2926,SPG7
2927,SPI1
2928,SPIB
2929,SPINT1
2930,SPN
2931,SPR
2932,SPTAN1
2933,SPTBN1
2934,SPTBN2
2935,SQLE
2936,SRC
2937,SRD5A1
2938,SRI
2939,SREBF1
2940,SREBF2
2941,SRF
2942,SRM
2943,SRP9
2944,SRP14
2945,SRP19
2946,SRP54
2947,SRP68
2948,SRP72
2949,SRPK1
2950,SRPK2
2951,SRPRA
2952,TRIM21
2953,RO60
2954,SSB
2955,SSBP1
2956,ITPRID2
2957,SSR1
2958,SSR2
2959,SSR3
2960,SSR4
2961,SSRP1
2962,SSTR2
2963,SSTR3
2964,SS18
2965,DENND2B
2966,ST13
2967,ST14
2968,STAR
2969,STAT1
2970,STAT2
2971,STAT3
2972,STAT4
2973,STAT5A
2974,STAT5B
2975,STAT6
2976,STAU1
2977,HSPA13
2978,STIM1
2979,NEK4
2980,STK3
2981,STK4
2982,AURKA
2983,AURKAP1
2984,CDKL5
2985,STK10
2986,STK11
2987,STRN
2988,STX1A
2989,STX3
2990,STX4
2991,STX5
2992,STXBP2
2993,STXBP3
2994,STYX
2995,SULT1A1
2996,SUOX
2997,SUPT4H1
2998,SUPT5H
2999,SUPT6H
3000,SUPV3L1
3001,SURF1
3002,SURF2
3003,SURF4
3004,MED22
3005,SURF6
3006,SUV39H1
3007,SVIL
3008,VAMP1
3009,VAMP2
3010,VAMP7
3011,SYK
3012,SYP
3013,SYPL1
3014,TBXT
3015,TACC1
3016,ADAM17
3017,TACR1
3018,TADA2A
3019,TAF1
3020,TAF2
3021,TAF4
3022,TAF4B
3023,TAGLN
3024,TAF5
3025,TAF6
3026,TAF7
3027,TAF9
3028,TAF10
3029,TAF11
3030,TAF12
3031,TAF13
3032,MAP3K7
3033,TALDO1
3034,TAP1
3035,TAP2
3036,TAPBP
3037,TARBP1
3038,TARBP2
3039,TARS1
3040,TAZ
3041,TBCA
3042,TBCC
3043,TBCD
3044,TBCE
3045,TBL1X
3046,TBP
3047,TBX15
3048,TBXAS1
3049,TCEA1
3050,TCEA2
3051,ELOC
3052,SKP1P1
3053,ELOB
3054,ELOA
3055,TCF4
3056,HNF1B
3057,TCF3
3058,TCF7
3059,ZEB1
3060,GCFC2
3061,TCF12
3062,ZNF354A
3063,TCF19
3064,TCF20
3065,VPS72
3066,MLX
3067,TCN2
3068,TCOF1
3069,TCP1
3070,TCTA
3071,DYNLT3
3072,TCTE3
3073,PPP1R11
3074,DYNLT1
3075,TDG
3076,PRDX2
3077,TEAD1
3078,TEAD4
3079,TEC
3080,TEF
3081,TMBIM6
3082,TEP1
3083,TERC
3084,TERF1
3085,TERF2
3086,TERT
3087,TESK1
3088,TFAM
3089,TFAP4
3090,TFCP2
3091,NR2F2
3092,TFDP1
3093,TFDP2
3094,TFE3
3095,TFR2
3096,TFRC
3097,TGFB1
3098,TGFB1I1
3099,TGFB3
3100,TGFBI
3101,TGFBR1
3102,TGFBR2
3103,TGFBR3
3104,TGIF1
3105,TGM1
3106,TGM2
3107,THBS3
3108,THOP1
3109,THRA
3110,THY1
3111,KLF10
3112,TIA1
3113,TIAL1
3114,TIAM1
3115,TIE1
3116,TIMP1
3117,TK1
3118,TK2
3119,TKT
3120,ICAM5
3121,TLE3
3122,TLE4
3123,TLL2
3124,TLN1
3125,SEC62
3126,TLR1
3127,TLR2
3128,TLR4
3129,TSPAN4
3130,GPR137B
3131,TM7SF2
3132,TRAPPC10
3133,TMF1
3134,TMOD1
3135,TMPO
3136,TMSB4X
3137,TMSB4XP1
3138,TMSB4XP8
3139,TMSB4XP4
3140,TMSB4XP6
3141,TNF
3142,TNFAIP1
3143,TNFAIP2
3144,TNFAIP3
3145,TNFAIP6
3146,TNFRSF1A
3147,TNFRSF1B
3148,TNXB
3149,TOP1
3150,TOP1P1
3151,TOP2A
3152,TRA-TGC7-1
3153,TOP2B
3154,TOP3A
3155,TP53
3156,TP53BP1
3157,TP53BP2
3158,TP73
3159,TPBG
3160,TPD52
3161,TPD52L2
3162,TPH1
3163,TPI1
3164,TPM1
3165,TPM2
3166,TPM3
3167,TPM4
3168,TPMT
3169,TPP2
3170,TPR
3171,TPT1
3172,NR2C1
3173,NR2C2
3174,HSP90B1
3175,TRAF1
3176,TRAF2
3177,TRAF3
3178,TRAF5
3179,TRAF6
3180,HSP90B2P
3181,CCT3
3182,TRIO
3183,TRIP6
3184,TRO
3185,TRP-AGG2-6
3186,TRPC1
3187,TRPM2
3188,TRPS1
3189,TSN
3190,TSC1
3191,TSC2
3192,TSG101
3193,TSNAX
3194,TSPYL1
3195,EIPR1
3196,TST
3197,TSTA3
3198,TTC1
3199,DNAJC7
3200,TTC3
3201,TTC4
3202,TTF1
3203,TTK
3204,TTN
3205,TUBA4A
3206,TUBB2A
3207,TUBG1
3208,TUFM
3209,TUFT1
3210,TULP3
3211,HIRA
3212,TNFSF4
3213,TNFRSF4
3214,TXK
3215,TXN
3216,TXNRD1
3217,TYK2
3218,TYMS
3219,U2AF1
3220,UBA52
3221,UBB
3222,UBC
3223,UBA1
3224,UBA7
3225,UBE2A
3226,UBE2B
3227,UBE2D1
3228,UBE2D2
3229,UBE2D3
3230,UBE2E1
3231,UBE2E2
3232,UBE2G1
3233,UBE2G2
3234,UBE2H
3235,UBE2I
3236,UBE2L3
3237,UBE2N
3238,UBE2V1
3239,UBE2V2
3240,UBE3A
3241,SUMO1
3242,UBP1
3243,UBTF
3244,UCHL1
3245,UCHL3
3246,UCP2
3247,UCP3
3248,UFD1
3249,SLC35A2
3250,UGCG
3251,UGDH
3252,UGP2
3253,UGT2B15
3254,UGT2B17
3255,UGT8
3256,UCK2
3257,UMPS
3258,UNG
3259,USP4
3260,NR1H2
3261,UPP1
3262,UQCRB
3263,UQCRC1
3264,UQCRC2
3265,UQCRFS1
3266,UQCRH
3267,UROD
3268,UROS
3269,USF1
3270,USF2
3271,USP1
3272,UTRN
3273,KDM6A
3274,UTY
3275,UVRAG
3276,VARS1
3277,VASP
3278,VAV1
3279,VAV2
3280,VBP1
3281,VCAM1
3282,VCL
3283,VCP
3284,VDAC1
3285,VDAC2
3286,VDAC3
3287,VDR
3288,VEGFA
3289,VEGFB
3290,VHL
3291,VIL1
3292,EZR
3293,VIM
3294,VLDLR
3295,BEST1
3296,TRPV1
3297,VRK1
3298,VRK2
3299,WARS1
3300,WAS
3301,WIPF1
3302,EIF4H
3303,CLIP2
3304,LAT2
3305,CORO2A
3306,WEE1
3307,WFS1
3308,NSD2
3309,NELFA
3310,WNT5A
3311,WNT7B
3312,WNT11
3313,GET1
3314,WRN
3315,XBP1
3316,XIST
3317,XPA
3318,XPC
3319,XPNPEP1
3320,XPO1
3321,XRCC1
3322,XRCC2
3323,XRCC3
3324,XRCC4
3325,XRCC5
3326,YES1
3327,YES1P1
3328,YY1
3329,YWHAB
3330,YWHAE
3331,YWHAG
3332,YWHAH
3333,YWHAZ
3334,ZAP70
3335,SF1
3336,ZFP36
3337,ZFP37
3338,ZBTB14
3339,ZFPL1
3340,ZFX
3341,ZFY
3342,ZNF2
3343,ZNF3
3344,ZNF711
3345,ZNF7
3346,ZNF8
3347,CNBP
3348,ZNF10
3349,ZNF12
3350,ZNF14
3351,ZNF708
3352,ZNF16
3353,ZNF17
3354,ZNF18
3355,ZNF19
3356,ZNF20
