,Gene ID
8003,KDM4D
8004,NSUN5
8005,RBM22
8006,VAC14
8007,IARS2
8008,MAP7D1
8009,YJU2
8010,POLR3B
8011,CCDC88A
8012,IPO9
8013,NDC1
8014,NECAP2
8015,KBTBD4
8016,FAR2
8017,ZNF334
8018,TENM3
8019,DOK4
8020,LMBR1L
8021,WDR11
8022,POLR3E
8023,SLF2
8024,TSR1
8025,IQCC
8026,CEP72
8027,ASF1B
8028,INTS13
8029,BTBD7
8030,N4BP2
8031,ATF7IP
8032,FAM222B
8033,C1orf112
8034,HHAT
8035,ZFP64
8036,DNAJC11
8037,VPS35
8038,ARFGAP1
8039,NAXD
8040,EDEM2
8041,CHFR
8042,COA1
8043,AP5M1
8044,NUP133
8045,CNDP2
8046,CCAR1
8047,AGK
8048,TMEM184C
8049,SEPTIN11
8050,OGDHL
8051,TMEM30A
8052,CDK5RAP2
8053,INTS9
8054,UGGT2
8055,RCOR3
8056,WDR12
8057,DHX32
8058,TTC17
8059,ZNF701
8060,EXOC1
8061,IFT122
8062,INAVA
8063,H2AJ
8064,NGLY1
8065,ZNF83
8066,EXOC2
8067,PRR11
8068,TBC1D23
8069,TDP1
8070,SAYSD1
8071,MBD5
8072,ZNF839
8073,CFAP44
8074,ERMARD
8075,RIOK2
8076,CMTR2
8077,MCTP2
8078,FGD6
8079,TXLNG
8080,LMBRD1
8081,DEPDC1B
8082,CSGALNACT1
8083,LRIF1
8084,MINDY1
8085,DDX28
8086,PCID2
8087,MBNL3
8088,METTL2B
8089,DCP1A
8090,ADAP2
8091,LRP2BP
8092,TRERF1
8093,FOXJ2
8094,SPATA7
8095,UTP6
8096,BDP1
8097,TSNAXIP1
8098,KDM3A
8099,RNF130
8100,VPS11
8101,PAG1
8102,PECR
8103,DCAF6
8104,SELENOS
8105,GLT8D1
8106,EMC3
8107,CAND1
8108,UBAP2
8109,CENPJ
8110,EAPP
8111,CENPN
8112,EAF2
8113,WWC3
8114,ARHGAP15
8115,PPP2R2D
8116,BRK1
8117,ITFG2
8118,CISD1
8119,PLGRKT
8120,USE1
8121,PSENEN
8122,TEX2
8123,ZC3H15
8124,DENND10P1
8125,ACOT13
8126,KIZ
8127,TMEM165
8128,ACTR10
8129,DBNDD2
8130,ECHDC1
8131,TMEM126B
8132,HDAC8
8133,ASH1L
8134,CBWD1
8135,PBK
8136,GSDMB
8137,WSB2
8138,LMO3
8139,ZKSCAN7
8140,GPRC5C
8141,MYNN
8142,ZNF395
8143,UNC45A
8144,ZNF302
8145,ACSS2
8146,KMT2E
8147,RNF114
8148,ZC4H2
8149,CMAS
8150,BIN3
8151,APOBR
8152,ERBIN
8153,LANCL2
8154,NXT2
8155,CTTNBP2NL
8156,RCC2
8157,NKRF
8158,INKA2
8159,DMAP1
8160,MYO5C
8161,APOM
8162,ZMAT5
8163,LIN37
8164,KLHL9
8165,SULF2
8166,SEPTIN3
8167,NDUFA12
8168,NSFL1C
8169,RAB5IF
8170,GNG12
8171,BAIAP2L1
8172,SLC25A40
8173,BCAP29
8174,SLC50A1
8175,KLHL7
8176,MYDGF
8177,SMG9
8178,ALG1
8179,UBFD1
8180,TMEM234
8181,PCDHGB7
8182,PCDHGB6
8183,PCDHGB5
8184,PCDHGB3
8185,PCDHGB2
8186,PCDHGA11
8187,PCDHGA10
8188,PCDHGA6
8189,TEX15
8190,TEX14
8191,NSMCE3
8192,TDRD1
8193,ANKH
8194,MOSPD1
8195,MTFR1L
8196,FAM214A
8197,ZNF253
8198,KIAA1217
8199,YLPM1
8200,CRTAM
8201,RNF20
8202,TMX4
8203,MEPCE
8204,CTNNBL1
8205,C8orf44
8206,GPCPD1
8207,LRRC8A
8208,CPXM1
8209,KYAT3
8210,WDR45B
8211,BEX4
8212,PARD3
8213,METTL3
8214,PPAN
8215,LTB4R2
8216,CTPS2
8217,CCL28
8218,EIF4ENIF1
8219,KCNQ5
8220,DNAJC12
8221,CHST7
8222,ERO1B
8223,DIABLO
8224,INPP5E
8225,ASAH2
8226,BCCIP
8227,EIF5A2
8228,CLDND1
8229,TWNK
8230,NPDC1
8231,POLE4
8232,TRIM39
8233,VTRNA1-3
8234,PANX2
8235,MUC13
8236,SUCNR1
8237,AKIP1
8238,TMEM9B
8239,SAR1A
8240,CFAP298
8241,SLC2A4RG
8242,ZC3HAV1
8243,GPR137
8244,SPHK2
8245,GRIPAP1
8246,EMC7
8247,RAD18
8248,CDC42SE1
8249,UGGT1
8250,KCMF1
8251,TM9SF3
8252,MDM1
8253,LGALS14
8254,UBQLN4
8255,AGPAT3
8256,AGPAT4
8257,WRNIP1
8258,BDH2
8259,TMEM167B
8260,PNO1
8261,SH3GLB2
8262,C15orf39
8263,THAP10
8264,SPIRE1
8265,STARD7
8266,MAP3K7CL
8267,IFT46
8268,C1GALT1
8269,EXOSC5
8270,SMARCAD1
8271,DHX33
8272,MCCC1
8273,LXN
8274,NCLN
8275,GPR108
8276,SPPL2B
8277,FEM1C
8278,DUS3L
8279,SMCO4
8280,PMEPA1
8281,ARNTL2
8282,DUSP22
8283,HMCES
8284,CMC2
8285,ENY2
8286,MRPS22
8287,EMSY
8288,MFF
8289,SDR39U1
8290,XAB2
8291,SMYD2
8292,C5orf15
8293,PRTFDC1
8294,NT5M
8295,NIT2
8296,OTUD7B
8297,PARP6
8298,ATXN7L3
8299,PRDM10
8300,PRDM11
8301,POGLUT1
8302,PSMG2
8303,ADPRM
8304,DTWD1
8305,BBX
8306,CDC42SE2
8307,KIF15
8308,TOMM22
8309,CHPT1
8310,TULP4
8311,SLC12A9
8312,COQ8A
8313,CTNNBIP1
8314,SDHAF3
8315,YAE1
8316,CCDC47
8317,ACKR3
8318,COQ9
8319,CCNL1
8320,CIAPIN1
8321,VPS35L
8322,PDXP
8323,RSRP1
8324,RARS2
8325,TWSG1
8326,PLSCR3
8327,UTP3
8328,CHRNA10
8329,PCBP4
8330,DDX24
8331,KNL1
8332,AGTRAP
8333,ENTPD7
8334,CASS4
8335,PCNP
8336,PITHD1
8337,PARP11
8338,AVEN
8339,C12orf4
8340,TIGAR
8341,PNPLA2
8342,CYSLTR2
8343,NAT14
8344,PDSS2
8345,REXO4
8346,PGLYRP4
8347,ZNF695
8348,INTS12
8349,CAMK1D
8350,GOPC
8351,LPAR5
8352,NUP107
8353,LYRM4
8354,MRPL47
8355,ATP13A1
8356,CHMP1B
8357,MAN1C1
8358,APMAP
8359,RNPEPL1
8360,RTN4
8361,ADCK1
8362,TMEM159
8363,SCYL3
8364,RALGAPB
8365,LYRM1
8366,SMIM8
8367,SLC44A2
8368,SMURF1
8369,PHTF2
8370,PELI1
8371,ASPHD2
8372,ZNFX1
8373,DOLPP1
8374,CORO1B
8375,VARS2
8376,ZMIZ1
8377,KIAA1191
8378,ACTR3B
8379,SLC39A10
8380,ANKRD50
8381,FAM219B
8382,NIPAL3
8383,RALGAPA2
8384,THOC2
8385,DENND11
8386,SELENON
8387,MCOLN1
8388,ATP10A
8389,ATP8B2
8390,ATP10D
8391,ZNF248
8392,SLC45A4
8393,TP73-AS1
8394,SPRYD7
8395,THAP11
8396,VANGL2
8397,TTC7A
8398,ARFGEF3
8399,ERGIC1
8400,PPP4R3B
8401,NHSL1
8402,LYRM2
8403,SMAGP
8404,SNX14
8405,ZNF630
8406,LINC00869
8407,DANCR
8408,KAT14
8409,PBXIP1
8410,CBX8
8411,ZNF286A
8412,ZNF287
8413,SENP7
8414,ZNF304
8415,AICDA
8416,MRS2
8417,CLK4
8418,RAB22A
8419,CYP20A1
8420,SPC25
8421,ABHD6
8422,NMRAL1
8423,MIF4GD
8424,SCYL1
8425,AS3MT
8426,RHBDD2
8427,C3orf14
8428,WDR18
8429,NDRG3
8430,BIRC6
8431,PLEKHG5
8432,TENM2
8433,DSCAML1
8434,REXO1
8435,KIAA1143
8436,TMCC3
8437,GATAD2B
8438,PPM1H
8439,ISY1
8440,MYORG
8441,AMIGO1
8442,STRIP2
8443,TBC1D24
8444,SCAF4
8445,LRRC47
8446,ERMN
8447,CNOT6
8448,ZNF512B
8449,ZNF490
8450,PLEKHH1
8451,GRAMD1B
8452,USP31
8453,PRR12
8454,PLEKHG1
8455,CRACD
8456,NLN
8457,ESYT2
8458,ODF2L
8459,AHRR
8460,ARID1B
8461,HEG1
8462,RIMKLB
8463,MRTFB
8464,KIDINS220
8465,NLGN4X
8466,MTA3
8467,AARS2
8468,MAVS
8469,ZNF608
8470,INTS2
8471,MTUS1
8472,XPO5
8473,COG6
8474,CASKIN2
8475,ARHGAP31
8476,SERINC1
8477,STARD9
8478,HECW2
8479,RPTOR
8480,SRGAP1
8481,CASKIN1
8482,RTL9
8483,CGN
8484,HACE1
8485,NUFIP2
8486,TBC1D14
8487,MIB1
8488,KIAA1324
8489,KIAA1328
8490,WDR35
8491,ZNF398
8492,KLHL42
8493,TXNDC16
8494,PDP2
8495,ZNF624
8496,TAOK1
8497,NCEH1
8498,MICAL3
8499,SEMA6A
8500,USP35
8501,STAMBPL1
8502,IFT80
8503,ARRDC3
8504,KLHL8
8505,KLHL14
8506,ZNF319
8507,SIPA1L2
8508,ARHGAP20
8509,TRMT5
8510,DOCK6
8511,CCDC191
8512,UNC79
8513,FAM135A
8514,PREX1
8515,TMEM181
8516,ARHGAP21
8517,CRAMP1
8518,CFAP97
8519,RIC1
8520,WDFY1
8521,MRTFA
8522,ZNF687
8523,HOMEZ
8524,WDR48
8525,FNIP2
8526,USP36
8527,PITPNM2
8528,SLAIN2
8529,DIP2B
8530,RANBP10
8531,FAM234B
8532,RELCH
8533,ZNF492
8534,VPS18
8535,SHROOM3
8536,STIM2
8537,ZBTB2
8538,ZFAT
8539,SH3RF1
8540,EP400
8541,ARHGAP23
8542,CCDC146
8543,POGK
8544,USP28
8545,DHX37
8546,PHF12
8547,CIP2A
8548,UVSSA
8549,GRAMD1A
8550,HCN3
8551,CALCOCO1
8552,ZBTB4
8553,PHRF1
8554,CAMSAP3
8555,PLEKHA4
8556,RDH14
8557,FBRSL1
8558,EPB41L5
8559,KIAA1549
8560,BEND3
8561,RNF213
8562,ZFP14
8563,GPAM
8564,ALS2
8565,CHD8
8566,ZDBF2
8567,ZBTB26
8568,ZSWIM6
8569,LRRC4C
8570,TNRC6C
8571,KIAA1586
8572,MAGEE1
8573,ZNF317
8574,USP37
8575,DDX55
8576,FANCM
8577,CPNE5
8578,FAM160B1
8579,NCKAP5L
8580,CWC22
8581,GBA2
8582,WDFY4
8583,DENND1A
8584,MEAK7
8585,MIER1
8586,KIAA1614
8587,ZNF529
8588,SFMBT2
8589,PRX
8590,ANO8
8591,GPR107
8592,METTL14
8593,IGDCC4
8594,EPG5
8595,NCOA5
8596,WDR19
8597,ANKRD36B
8598,SPTBN4
8599,ZFYVE28
8600,TRIB3
8601,ANKRA2
8602,RBAK
8603,MARK4
8604,SUGP1
8605,GATAD1
8606,RAB40C
8607,HES4
8608,POLD4
8609,CCAR2
8610,LSM2
8611,CCNB1IP1
8612,GRHL3
8613,SLAMF7
8614,RAP2C
8615,C6orf47
8616,SLC4A5
8617,ZNF410
8618,PTBP2
8619,CTDSP1
8620,SQOR
8621,PLEKHB1
8622,MS4A7
8623,TP53INP2
8624,SRPRB
8625,ENOPH1
8626,RHOU
8627,NLRC4
8628,TRAPPC1
8629,ZBED5
8630,CREBZF
8631,PCTP
8632,ABHD17C
8633,RPRD1B
8634,ZNF71
8635,ZNF77
8636,INIP
8637,JAM2
8638,LY6G5B
8639,PRUNE1
8640,ZNF462
8641,ZNF250
8642,OSTC
8643,SCAF1
8644,KMT2C
8645,CACTIN
8646,DLGAP3
8647,EPS15L1
8648,SELENOK
8649,SINHCAF
8650,RBM25
8651,WIZ
8652,MID1IP1
8653,ABRACL
8654,RRAGD
8655,MYOZ1
8656,SNX6
8657,PGAP6
8658,ENPP5
8659,HIVEP3
8660,TLNRD1
8661,UBL5
8662,SIGIRR
8663,PLEKHA1
8664,PLEKHA2
8665,SCPEP1
8666,SENP2
8667,GNB4
8668,ZNF350
8669,KLHL12
8670,AFAP1
8671,GPBP1L1
8672,C12orf10
8673,FAM3A
8674,AVPI1
8675,SLC25A19
8676,EDA2R
8677,EXOC4
8678,TGIF2
8679,BACH2
8680,ELOVL5
8681,SAV1
8682,TRMT11
8683,MRPS35
8684,APOBEC3G
8685,PPCDC
8686,NIF3L1
8687,CCDC90B
8688,FASTKD5
8689,AASDHPPT
8690,AGBL5
8691,LDAH
8692,ELAC2
8693,GUF1
8694,SPCS3
8695,NAA35
8696,RINT1
8697,SCOC
8698,DHX35
8699,RIC8A
8700,MIIP
8701,ATG101
8702,GAS5
8703,CELF6
8704,EEFSEC
8705,SMAP1
8706,TRAPPC11
8707,ZFAND3
8708,C14orf93
8709,SLC22A23
8710,BCORL1
8711,SRR
8712,ABHD4
8713,MRPL17
8714,FAM204A
8715,RNF123
8716,THADA
8717,UBE2O
8718,VIPAS39
8719,PIEZO2
8720,HEATR6
8721,SH2D4A
8722,NSUN3
8723,FAM111A
8724,MANBAL
8725,GPATCH3
8726,NAPB
8727,SLC17A9
8728,LINC01590
8729,BLOC1S5
8730,ELMO2
8731,GALNT11
8732,ZBED8
8733,CHTF18
8734,TNN
8735,ZNF335
8736,ANKEF1
8737,XPNPEP3
8738,LINC01749
8739,MRPS14
8740,CXorf56
8741,MCUR1
8742,PCIF1
8743,FAM217B
8744,GPSM3
8745,NECAB3
8746,FKBPL
8747,CLSPN
8748,KIF13A
8749,NEUROG2
8750,PRDM15
8751,FIGNL1
8752,ANO3
8753,MYO1G
8754,TSPYL2
8755,RBM26
8756,OXCT2
8757,PERP
8758,LHPP
8759,RBKS
8760,PBLD
8761,GOLPH3
8762,MCCC2
8763,SNX16
8764,POPDC2
8765,SAMSN1
8766,EPB41L4A
8767,PARVG
8768,CENPK
8769,RTP4
8770,MAGEF1
8771,MOAP1
8772,TMBIM1
8773,VSIR
8774,SLC39A8
8775,DUS1L
8776,RRAGC
8777,NOD2
8778,XYLT1
8779,XYLT2
8780,IFIH1
8781,RBSN
8782,PDF
8783,KIF9
8784,C17orf75
8785,NCAPG
8786,ERAP2
8787,CARD9
8788,OSGEPL1
8789,DPEP2
8790,P3H1
8791,IRF2BPL
8792,MMS19
8793,DNAJC1
8794,TFB2M
8795,SEMA4A
8796,PJA1
8797,STRA6
8798,TOR3A
8799,MLST8
8800,HERPUD2
8801,ATL2
8802,PDLIM2
8803,TENT4B
8804,ARHGEF28
8805,ZSCAN31
8806,NOC3L
8807,FBRS
8808,RNF25
8809,NSD1
8810,COP1
8811,LMBR1
8812,XPO4
8813,NFKBIZ
8814,ARHGAP9
8815,HS1BP3
8816,AZI2
8817,NXN
8818,SIL1
8819,IKZF4
8820,IKZF5
8821,ZMAT3
8822,GMCL1
8823,ZNF106
8824,MPP5
8825,AKTIP
8826,CDH24
8827,KLHL25
8828,GZF1
8829,TMEM267
8830,TMEM168
8831,MTMR14
8832,SUSD1
8833,DCLRE1C
8834,ATG3
8835,INF2
8836,POLR1E
8837,SUDS3
8838,TTC31
8839,CIAO3
8840,ZDHHC6
8841,PCNX4
8842,ACTR6
8843,MRPS25
8844,NOM1
8845,CPEB1
8846,GPR135
8847,TTTY15
8848,MOSPD3
8849,GIGYF1
8850,VPS16
8851,MFSD14A
8852,CSRNP1
8853,ANAPC1
8854,GORASP1
8855,TMPRSS3
8856,COPS7B
8857,NUCKS1
8858,UNKL
8859,WDR13
8860,SMAP2
8861,METTL17
8862,ACBD3
8863,MFSD1
8864,PLPPR2
8865,SMURF2
8866,CCDC136
8867,SMYD3
8868,C16orf58
8869,ATPAF1
8870,TNS3
8871,FAM160B2
8872,PARP12
8873,ZNF574
8874,CREB3L2
8875,S100PBP
8876,IPPK
8877,MEAF6
8878,CCDC14
8879,ILRUN
8880,ENGASE
8881,PCED1A
8882,C11orf1
8883,RMND5B
8884,FNDC3B
8885,MTHFSD
8886,MICAL1
8887,CERK
8888,AEN
8889,RBM15
8890,CRTC3
8891,GINS3
8892,TBC1D15
8893,EPS8L2
8894,LMF1
8895,EXO5
8896,IFT22
8897,CEP85
8898,DDX31
8899,RMND5A
8900,DEPTOR
8901,IQCH
8902,ARV1
8903,NMNAT1
8904,ELOVL1
8905,KLC2
8906,FBXL17
8907,PORCN
8908,GNPNAT1
8909,ISL2
8910,MARCHF7
8911,SPATA20
8912,YTHDC2
8913,TUT1
8914,AIDA
8915,USP46
8916,VWA1
8917,PLEKHG2
8918,DCLRE1B
8919,NABP1
8920,ARMCX5
8921,METTL4
8922,RFX7
8923,CDCP1
8924,PAPOLG
8925,C12orf43
8926,LPIN3
8927,RANBP17
8928,BCL11B
8929,CASD1
8930,SLC30A5
8931,CCDC71
8932,RASAL3
8933,TTC23
8934,MRPL14
8935,STAG3L4
8936,NT5DC2
8937,CENPH
8938,MRPS26
8939,MRPS24
8940,MRPS15
8941,MRPS11
8942,MRPS9
8943,MRPS6
8944,MRPS5
8945,MRPL41
8946,MRPL40
8947,MRPL38
8948,MRPL36
8949,MRPL34
8950,MRPL32
8951,MRPL11
8952,MRPL9
8953,MRPL1
8954,NDRG4
8955,SLC26A6
8956,PINK1
8957,REEP1
8958,GPBP1
8959,ACD
8960,TMEM237
8961,NBEAL1
8962,MRPL44
8963,VPS33A
8964,NOL6
8965,TMEM135
8966,JMJD4
8967,KRI1
8968,MARCKSL1
8969,UPF3B
8970,UPF3A
8971,RSRC2
8972,INTS3
8973,SOWAHC
8974,WNK1
8975,NADK
8976,ZFP69B
8977,SPATS2
8978,ZSWIM4
8979,CPLANE1
8980,ZNF649
8981,MPPE1
8982,COA7
8983,PYCR3
8984,UBE2Z
8985,C8orf33
8986,STK33
8987,PLEKHA3
8988,PHACTR4
8989,BRD9
8990,CAPRIN2
8991,ZSCAN18
8992,GRAMD2B
8993,AACS
8994,ZBTB10
8995,KCTD14
8996,ZNF747
8997,DLK2
8998,ANTKMT
8999,FUNDC2
9000,DDRGK1
9001,MRPS34
9002,CENPBD1P1
9003,C11orf95
9004,LRRC61
9005,CHID1
9006,TRAK2
9007,SLC2A11
9008,MTMR9
9009,CRELD1
9010,MRPL57
9011,OTUB2
9012,PCYOX1L
9013,YIPF2
9014,PRR14
9015,HROB
9016,CYREN
9017,LRFN4
9018,AUNIP
9019,VKORC1
9020,TRIR
9021,MIS12
9022,CUEDC2
9023,SCNM1
9024,METRN
9025,DBNDD1
9026,SLX1B
9027,DDX50
9028,DDA1
9029,GGCT
9030,GID4
9031,CENPM
9032,C7orf25
9033,TMEM106C
9034,NUP37
9035,AHNAK
9036,ZNF655
9037,SPATA5L1
9038,PDCL3
9039,ERI3
9040,C7orf26
9041,NABP2
9042,KXD1
9043,PVRIG
9044,ZFYVE21
9045,DDX54
9046,TMEM38A
9047,TSEN34
9048,KCTD15
9049,SECISBP2
9050,NOC4L
9051,ALG8
9052,PRRG4
9053,ASPSCR1
9054,TMEM223
9055,ATG9A
9056,METTL16
9057,FTO
9058,POGLUT2
9059,ELOVL6
9060,FASTKD3
9061,TMEM109
9062,C2orf49
9063,DSCC1
9064,DCTPP1
9065,C1orf50
9066,CCDC86
9067,LBHD1
9068,WDR77
9069,SLC25A23
9070,SMIM7
9071,ALG12
9072,ZNF426
9073,TMUB2
9074,TRAPPC6A
9075,METTL22
9076,CHAC1
9077,C9orf16
9078,C11orf49
9079,TAF1D
9080,RNF26
9081,MAPKAP1
9082,DHX58
9083,NDUFAF5
9084,TMEM185B
9085,APOO
9086,RETREG2
9087,DERL1
9088,CCDC28B
9089,PHF23
9090,MBOAT7
9091,PPDPF
9092,CHCHD7
9093,FKRP
9094,ZSCAN5A
9095,DHRS11
9096,TNIP2
9097,PLEKHF1
9098,MFSD11
9099,GNPTAB
9100,NOL12
9101,TMEM243
9102,LENG1
9103,C1orf35
9104,RBM42
9105,CENPO
9106,C19orf57
9107,CRELD2
9108,ZNF343
9109,FBXL15
9110,ZNF576
9111,THTPA
9112,EFHD2
9113,TTPAL
9114,BRCC3
9115,FSD1
9116,TMEM43
9117,IRX6
9118,THOC6
9119,ZNF557
9120,DCAF10
9121,CPLANE2
9122,ZXDC
9123,BHLHE41
9124,HMGN5
9125,FCRL2
9126,BCL2L14
9127,GLB1L
9128,KREMEN2
9129,ZBED2
9130,LRFN3
9131,CYBC1
9132,HAUS3
9133,FYCO1
9134,WDR25
9135,PAGR1
9136,RIPOR1
9137,MAIP1
9138,GCC1
9139,ATP13A3
9140,TTC13
9141,ABHD8
9142,NKAP
9143,CDC73
9144,SLC52A2
9145,SPAG16
9146,TMEM231
9147,CORO7
9148,CHPF
9149,CARS2
9150,MRPL24
9151,ARMH3
9152,MUL1
9153,SAP130
9154,OBI1
9155,CEP97
9156,TCTN1
9157,ADIPOR2
9158,CERS4
9159,FAM118B
9160,RIC3
9161,VCPKMT
9162,NAA16
9163,TANGO6
9164,HMBOX1
9165,RNASEH2B
9166,SNRNP25
9167,GALNT14
9168,ARMT1
9169,TNFAIP8L2
9170,OGFRL1
9171,OCEL1
9172,C1orf54
9173,EFL1
9174,SCRN3
9175,CCDC121
9176,ARMC7
9177,TMEM53
9178,C22orf46
9179,ROGDI
9180,CHMP6
9181,SRD5A3
9182,PANK3
9183,AKIRIN1
9184,MCPH1
9185,MAP7D3
9186,USB1
9187,RHBDF2
9188,HECTD3
9189,BEND5
9190,RPAP3
9191,ARHGAP10
9192,DYNC2H1
9193,PPP1R3B
9194,NEIL1
9195,HSPBAP1
9196,ICE2
9197,DHX40
9198,PLEKHF2
9199,PARP8
9200,C3orf52
9201,TUT7
9202,NLRX1
9203,FN3KRP
9204,ZNF329
9205,FASTKD1
9206,OGFOD2
9207,SMC6
9208,RTL10
9209,CENPU
9210,ZDHHC14
9211,MSANTD2
9212,SAP30L
9213,GAL3ST4
9214,QTRT2
9215,ZNF322
9216,YRDC
9217,MANEA
9218,GALNT12
9219,ZC2HC1C
9220,RIOX1
9221,ZYG11B
9222,OGFOD3
9223,C11orf80
9224,LRRK1
9225,PRKRIP1
9226,NOL9
9227,COLGALT1
9228,MORC4
9229,IPO4
9230,GTDC1
9231,IGFLR1
9232,CCDC51
9233,NPEPL1
9234,PPCS
9235,TBL1XR1
9236,AAGAB
9237,VPS37B
9238,SUV39H2
9239,ZNF768
9240,THAP9
9241,WDR59
9242,PALB2
9243,SH3D21
9244,NARS2
9245,E2F8
9246,KCTD17
9247,TBC1D17
9248,TEFM
9249,BBS10
9250,TTLL7
9251,CCDC7
9252,ZNF419
9253,CLIP4
9254,ECHDC3
9255,SLC25A22
9256,ZFAND1
9257,SNIP1
9258,ASB13
9259,DHRS12
9260,ZNF668
9261,GEMIN7
9262,C1orf115
9263,ISOC2
9264,ELMO3
9265,KATNBL1
9266,TXNDC15
9267,MCTP1
9268,ZFHX4
9269,ACBD4
9270,MICALL2
9271,CCDC82
9272,LRRC31
9273,KLHL36
9274,ZNF665
9275,CLMN
9276,FBXO31
9277,GSDMD
9278,C12orf49
9279,ALG9
9280,ZNF408
9281,ARMC5
9282,CARF
9283,SHCBP1
9284,HPS6
9285,VASH2
9286,GSTCD
9287,TTC21B
9288,PTCD2
9289,SLTM
9290,EHMT1
9291,AGMAT
9292,NIPAL2
9293,TLE6
9294,MOB3B
9295,ZNF552
9296,WDR78
9297,CAMKMT
9298,METTL8
9299,NAA40
9300,ZMYM1
9301,KDM8
9302,QSER1
9303,GEMIN6
9304,PEAK1
9305,PIP4K2C
9306,NHEJ1
9307,AGBL2
9308,ZBTB3
9309,ZDHHC11
9310,RNF122
9311,MFSD13A
9312,CSPP1
9313,TLCD3A
9314,LINC00115
9315,SNX22
9316,FLJ13224
9317,NEK11
9318,ZNF669
9319,RBFA
9320,JHY
9321,TREML2
9322,BORA
9323,TCTN2
9324,ALG13
9325,CPSF7
9326,RPAP2
9327,CBLL1
9328,NUDT18
9329,RABEP2
9330,UBA5
9331,DCAKD
9332,CCDC134
9333,ZC3H14
9334,MAP9
9335,HDAC11
9336,CAAP1
9337,PLBD1
9338,LPCAT1
9339,RIN3
9340,ZNF671
9341,MCMBP
9342,GGNBP2
9343,ZNF672
9344,ATP8B4
9345,THNSL1
9346,RPP21
9347,ZNF613
9348,PRR5L
9349,CYBRD1
9350,NUP85
9351,NAA60
9352,MORN1
9353,PYROXD1
9354,ACTR5
9355,ATAD5
9356,MAGIX
9357,SETD6
9358,TCEAL4
9359,MRM1
9360,ADM2
9361,SPEF2
9362,MAP6D1
9363,DOK3
9364,TNIP3
9365,KIAA0319L
9366,SYNPO2L
9367,COQ8B
9368,SLC35E1
9369,ZNF696
9370,L2HGDH
9371,DHDDS
9372,NOL10
9373,ERMP1
9374,PAQR6
9375,DENND1C
9376,CEP76
9377,JADE1
9378,DENND2D
9379,ABCA11P
9380,SCD5
9381,WDR76
9382,ATAT1
9383,ZNF767P
9384,ZNF442
9385,TRMT2B
9386,DSN1
9387,DNAJB14
9388,POF1B
9389,TTC26
9390,PLEKHH3
9391,STN1
9392,ELOVL7
9393,PCNX2
9394,DOCK5
9395,TRAPPC13
9396,C10orf88
9397,TMEM156
9398,RMI1
9399,PSME3IP1
9400,PHC3
9401,MINDY3
9402,DGLUCY
9403,NAA25
9404,UBTD1
9405,FOXRED2
9406,TMEM62
9407,MYO15B
9408,NRSN2
9409,SLC8B1
9410,PANK2
9411,FBXL18
9412,CSRNP3
9413,ANP32A-IT1
9414,GPR157
9415,PGAP1
9416,GNL3LP1
9417,ATF7IP2
9418,DCAF17
9419,CCDC15
9420,HEXA-AS1
9421,BIN3-IT1
9422,ZNF606
9423,MZT2B
9424,ZNF614
9425,PIF1
9426,VCPIP1
9427,BBOF1
9428,TRIM46
9429,RPF1
9430,PTGES2
9431,SIKE1
9432,THOC7
9433,UXS1
9434,SLC66A2
9435,ZC3H12A
9436,ASRGL1
9437,CENPT
9438,EDC3
9439,GOLGA2P10
9440,NAA15
9441,ASMTL-AS1
9442,PGGHG
9443,ABHD18
9444,CTC1
9445,IFT74
9446,DBF4B
9447,SPSB1
9448,TEDC2
9449,MYO19
9450,RUBCNL
9451,CEP290
9452,TTI2
9453,TMEM134
9454,TMEM254
9455,RNF34
9456,MUS81
9457,FUZ
9458,FBXO11
9459,CHD9
9460,FHOD3
9461,OPA3
9462,SPG11
9463,PROSER1
9464,ARMC9
9465,CCDC92
9466,TM2D3
9467,ALPK1
9468,NAA50
9469,COQ10B
9470,ACSF2
9471,TARS2
9472,RAB11FIP1
9473,NUBPL
9474,PAAF1
9475,ORAI2
9476,RUFY1
9477,CXorf21
9478,WDR26
9479,FAAP100
9480,PIGZ
9481,ELL3
9482,CEP63
9483,SLC35F5
9484,FAM214B
9485,C16orf70
9486,TRIM45
9487,ZNF430
9488,EDEM3
9489,HSD3B7
9490,ITPKC
9491,GRPEL1
9492,CDK5RAP3
9493,MTERF2
9494,PLEKHO2
9495,WDCP
9496,TRABD
9497,MED28
9498,FER1L4
9499,FLAD1
9500,PDGFD
9501,KLHL15
9502,TET1
9503,LRRC27
9504,EPC1
9505,CPEB4
9506,ZKSCAN3
9507,GKAP1
9508,CXXC4
9509,CEP70
9510,PUS1
9511,ABTB1
9512,WNT10A
9513,DNAJC5
9514,WDR82
9515,PABPC1L
9516,TRAF3IP3
9517,DCAF11
9518,ZSCAN16
9519,REEP4
9520,COASY
9521,WDR61
9522,TNKS2
9523,PDCD1LG2
9524,CD276
9525,UBXN6
9526,TSGA10
9527,AKNA
9528,PBX4
9529,SLC35G2
9530,ACAD10
9531,TTYH3
9532,PRR3
9533,THUMPD2
9534,TSEN2
9535,AARSD1
9536,PRR7
9537,KHDC1
9538,NDFIP1
9539,THAP7
9540,STARD5
9541,CPTP
9542,LIMD2
9543,TMEM177
9544,B9D2
9545,CYB5B
9546,ZNF34
9547,COL18A1
9548,INTS5
9549,CMIP
