Short Gene Name,logFC,logCPM,PValue
TUBGCP2,0.083791638,4.817273586,0.661792581
TSG101,0.081883185,4.822016749,0.661697756
AKAP12,0.340879913,4.61533869,0.053391489
ZNF700,0.122902648,4.696228853,0.513422178
P4HTM,-0.072060088,11.87410038,0.667964516
SDHAF1,-0.083180934,4.931974781,0.546935506
ATP5G2,-0.142607812,11.342543,0.248612296
SPOCK3,0.1141353,5.803397271,0.287005805
TMEM14B,-0.012848923,4.937303083,0.993361598
EFNA5,0.030958037,6.181576659,0.882132372
KIAA0319L,0.106838201,4.734914891,0.501979875
RNF121,-0.108757762,9.501901744,0.477483926
SNORA1,-0.158710478,6.869963793,0.242277896
UTP11L,-0.003319587,5.335532114,0.994345565
RPL18,-0.127847524,9.616488184,0.62760406
C7orf60,-1.016627594,6.184679714,0.000569735
DISP1,0.22526883,4.942560008,0.115060542
INTS1,0.005240473,5.361921413,0.955417267
ZNF574,-0.036852726,5.165208929,0.858567909
GLIS3,-0.383331616,9.443569452,0.001071381
WDR91,-0.12750974,10.87297188,0.317028653
GAL3ST4,0.329052692,4.826566435,0.032147265
CPED1,-0.169089579,4.616125176,0.383408816
PMPCB,-0.227489316,5.888898094,0.447396586
IPW,-0.171824706,6.597952016,0.103460703
SRCRB4D,-0.213786056,5.53445069,0.049647585
XPNPEP3,-0.055030108,4.971471576,0.829913834
IDH2,-0.576711421,5.072522985,0.011039593
GOLT1B,0.00861577,4.572341039,1
GGA3,-0.261026864,6.793309246,0.074030085
NISCH,0.155895479,7.248849684,0.193347104
PKNOX2,-0.28929172,4.593136512,0.338585409
EIF5B,0.053322772,6.233216667,0.633411244
NEFM,0.111925386,5.153245891,0.426711835
WASH5P,-0.089542877,7.513026936,0.417152318
ADAMTS12,-0.301323162,4.875092345,0.2219771
MIEN1,0.591464194,4.57379412,0.19448303
DIS3,-0.044119403,6.359692506,0.637145042
SNHG12,0.199513925,4.613223605,0.291655015
CUL9,0.005764129,5.06294945,0.968593521
DUSP12,-0.049148629,5.021147208,0.862481748
NAPRT1,0.081958315,4.877428244,0.54536061
RHOBTB1,-0.236711188,5.014792622,0.109884541
SNAPIN,0.100262958,6.035974306,0.359994795
CERS2,-0.205435395,5.217006367,0.117261854
ARRDC4,-0.193234105,5.689681577,0.098066814
BTBD1,-0.243359435,6.320161689,0.055692492
CCDC113,-0.259229685,5.05302949,0.06488509
PPM1H,0.429492294,4.970566416,0.050868637
SIRT6,0.08470159,5.131546961,0.522762664
NTHL1,0.22589142,6.043707977,0.101109099
TANC1,-0.187341957,5.895719281,0.149532187
RAB36,0.078570251,6.167349263,0.482134061
POLK,-0.046491523,5.031515197,0.832655584
SMIM19,1.184268686,8.044296155,0.640289118
UBE3C,-0.240370573,4.885879293,0.087849294
SMU1,-0.643561478,4.40494602,0.054622361
TOPORS,0.017081271,5.726034914,0.948594746
AAR2,-0.247384476,7.547973653,0.011501173
WASH1,-0.062881784,7.925150048,0.630896205
COQ5,0.048372004,4.868389662,0.70669989
SLMO2,0.222754655,4.811608993,0.170929373
CCDC112,0.021648534,4.977984067,1
FAM126A,-0.004862013,6.694487553,0.954866618
RNASEH2B,0.074494091,4.875850814,0.707800961
RPS26,0.091493622,5.229099102,0.495612624
WNK3,0.200285511,4.859487105,0.216405109
TMEM50A,0.050335231,4.996515866,0.776742944
PHF21B,-0.210683161,6.174896277,0.214581465
FAM211A-AS1,-0.118159331,4.613852617,0.457174171
APBA3,-0.190599172,4.737585361,0.269166703
WDR44,0.133954521,4.549586556,0.415061
SCLY,0.031300583,4.699976423,0.83304169
ANG,0.450793784,4.64400043,0.133673765
NDUFC1,-0.854749082,4.746234693,0.021958963
NAT6,0.032046577,5.419333723,0.931743258
RPRM,0.003195796,5.199040493,0.970248026
ABL1,0.02598882,5.693549653,0.888466185
GCSHP3,-0.33954919,5.605336285,0.152249269
TXNRD1,-0.204016028,5.041249944,0.435941894
GABARAPL2,0.142419519,5.659044148,0.584091843
CADM1,0.277892,7.460810009,0.047274628
BANF1,0.041015373,4.807201202,0.822410967
HIF1AN,0.233468424,5.202429927,0.373194793
PDPK1,-0.169075461,6.887089547,0.231459493
PRPF8,0.176303321,5.198600492,0.162828071
FAM211B,0.198406592,7.014622263,0.105435802
GUCY1B3,0.03092686,6.142544125,0.838236299
KIAA0907,0.01662142,6.617196642,0.950575716
ABCD1,0.135994934,6.036972349,0.306352518
NT5C2,-0.14194894,7.361566108,0.506021065
HAUS6,0.152535954,5.304582462,0.245862139
PRPF39,0.045362336,5.124179063,0.823608859
CTDNEP1,-0.701991537,4.352275493,0.022518229
ZSCAN16,-0.476476941,5.222188595,0.089827622
MAP4,0.140714065,6.684206158,0.332481548
AGAP2,0.132995511,4.961156104,0.337114275
CNIH1,-0.016024338,5.428585845,0.875418173
CHCHD5,-0.201169753,5.574735052,0.133518078
FBXL19,0.045520225,5.787502714,0.75069708
SNHG9,1.506521305,4.990268216,0.060772076
DYNC2H1,0.117477243,4.84272555,0.426767137
SNORD91B,-0.159522373,5.087503282,0.577531109
TMLHE,0.824741225,9.383351046,0.775780693
PXN,-0.010431475,6.180227402,0.950110401
RPN1,-0.006603812,4.908938085,0.933254893
ABCD3,-0.057584587,4.739533716,0.680709192
CPSF3,0.630297367,4.745557063,0.020271255
SPIRE2,-0.562010598,5.038381749,0.021457843
ALG14,0.035381234,4.950986324,0.861024471
AK9,0.06218799,4.783652295,0.736620347
JKAMP,0.324151699,4.734927678,0.228435973
LRRC55,0.16673628,4.570076836,0.593139426
MAP1S,-0.168481277,11.6529464,0.250321184
MRPS17,0.190644836,5.475241584,0.303965649
PTCD1,0.031057499,4.717738815,0.942096555
C12orf4,0.615238127,6.302732942,0.016378595
VPS39,0.379929961,4.791679632,0.015426241
TMX4,0.354253985,4.873198008,0.189949799
ZNF766,0.071029957,8.438880353,0.609102157
PAK3,-0.143523369,9.486891758,0.385850531
AKTIP,0.216882061,6.071187092,0.137914956
SLC16A5,0.034443315,5.21051548,0.885904664
TAPT1,-0.584690649,5.112671785,0.010571076
WDR34,1.052987494,5.29383442,0.365543531
SLC16A3,0.03345635,4.930495765,0.915004478
TIMP3,-0.106208996,5.668777726,0.380558135
STX17,0.608820547,4.953074002,0.180063445
MTCH1,0.195432117,4.752104441,0.444316142
RPL7L1,-0.611765069,5.431834008,0.008656539
PARP1,-0.256831273,6.063928214,0.016335947
LOC642852,-0.171415777,7.25710714,0.210923401
CSTF1,0.066436091,4.927125762,0.639540124
SCCPDH,0.119598968,5.851698775,0.458895635
NRP1,0.450485007,5.731248129,0.000790483
PLOD2,0.354236035,7.990059378,0.960141928
TBC1D15,-0.218513694,4.556793516,0.192353356
ARID1A,0.210930379,4.884334457,0.175369229
RNF216P1,0.180172402,4.868782117,0.227715195
MTX3,0.059347963,5.327636028,0.66492315
OXR1,0.64454765,5.984974169,0.006117872
MMRN1,-0.200856623,5.794951894,0.118354708
EPB41,0.21612631,4.493805939,0.217170834
PTPN13,0.052364599,7.21668659,0.872065219
OXNAD1,0.01559639,5.90831342,0.879403134
SH3BGRL2,-0.264595309,4.522315562,0.211610473
TRAPPC5,0.157486778,5.454379069,0.26887639
PRODH,0.210658563,7.169294528,0.350392571
IGF2BP2,-0.027965587,4.807934848,0.888978774
RNMTL1,0.103698438,4.736228828,0.485177256
TRIM44,0.484019085,7.309983884,0.095830469
ELAVL1,-0.200097108,5.29283661,0.273410875
FAM64A,0.310255761,5.370039647,0.342862524
GPR137B,-0.247757215,4.851743159,0.107831602
SNORD79,0.072240002,4.903024653,0.673033194
ORMDL1,0.236243702,6.099877678,0.128956051
PTCD2,0.107504012,6.066113409,0.234572361
MRPL34,0.152600375,4.851210971,0.302600703
RBCK1,0.072796262,4.84737679,0.661812267
TBC1D4,-0.132271211,8.777555881,0.318483449
EXOC1,0.510907603,9.410947272,0.080134475
CLK1,-0.171828401,4.836777994,0.55721776
KAT2A,-0.007066357,5.752124911,0.996671201
GPR56,0.269006417,4.920804978,0.076726679
RRAGB,0.556467895,5.829558212,0.155870933
RFC1,-0.140273061,4.591703251,0.671428002
EIF4G2,-0.592872866,9.019635754,0.105333741
SLC16A10,-0.110836919,4.958031833,0.465142738
ZNF417,-0.157677485,10.20041294,0.411985025
STARD10,0.05195375,4.617465766,0.84961713
FBN2,-0.058801063,5.234062638,0.670484271
TCERG1,0.170746674,5.117316142,0.193195189
ADAMTS2,0.241786321,5.840164312,0.135758823
WDR83,-0.237154853,4.814200196,0.109800089
HECTD4,-0.198332858,4.545519712,0.303816655
NOTCH3,0.593074831,4.667624982,0.082369307
FBXW4,-0.246269993,5.730886223,0.140207225
NUP35,-0.071564649,5.369645523,0.656487938
PTRH1,-0.034105096,8.157805915,0.816906623
MAPK10,0.345804904,10.36444545,0.065003924
EIF3M,0.322798561,5.575895614,0.283949858
PCDHB10,0.469718393,6.892434108,0.020651126
DCC,-0.161615681,4.549389157,0.349032133
DLGAP5,0.324546416,5.842887934,0.125612587
KLHL26,0.110891873,5.083539189,0.441499263
PNMAL1,-0.621819372,8.972233458,0.02954272
RHOF,-0.714525805,4.826730654,0.042792469
RFTN1,-0.055586026,8.730432965,0.668465783
SNORD115-41,0.006403676,4.970330327,1
FEZ2,-0.189663608,10.00055027,0.246239613
RFNG,-0.086232529,5.292809194,0.474888246
TMEM121,-0.302303119,5.590603133,0.039176939
MIR9-1,-0.171528121,5.699370749,0.166745864
FAM8A1,-0.044929823,5.255645529,0.771227003
NUP43,0.062526823,5.097530259,0.628246071
NES,0.006499407,4.694651749,1
MTMR3,0.058032184,4.693834959,0.789819101
PHLDB3,0.233065377,5.215251868,0.104056703
WWP1,0.155901307,4.987082928,0.375231703
IGDCC4,-0.151826983,5.055831235,0.780480124
PLXDC2,-0.277609522,4.987795421,0.076191398
GATAD1,0.066367401,4.892563552,0.728740415
CLDN3,-0.014363984,4.983476254,0.93518795
TPMT,-0.195532537,4.645018283,0.567049525
GDAP1L1,-0.530460136,12.35862703,0.017853262
ZKSCAN4,0.146758273,4.970203138,0.442421258
PPFIA3,-0.143288184,5.222770253,0.290928853
ZNF263,0.500420859,6.433787624,0.014535745
MRFAP1L1,-0.005578018,4.636315037,1
ZZEF1,0.079624988,5.527664867,0.82683226
TMEM120A,-0.052265556,5.788585006,0.654731833
EIF1,0.145044499,5.269833032,0.33490723
CRABP1,0.224203724,4.737722861,0.158060969
MAP2,0.37387603,5.491486288,0.002246232
SYT3,0.49381656,5.984146073,0.017138147
COL1A1,0.385186394,6.144236886,0.067065694
SPAG5,0.53829846,4.865319244,0.136843065
CLN6,0.297263101,4.573162278,0.083750746
AKIP1,0.128720681,6.766047411,0.529839081
ANXA8,0.157936331,5.795337267,0.541656744
RRP1B,-0.063629499,4.624347327,0.748895385
SEMA4B,0.100448994,4.547296626,0.582935263
SNRNP35,0.288379605,5.654279311,0.101658306
UBN2,0.064288492,11.80864718,0.738302287
DIAPH1,0.458005749,5.112476917,0.069333057
TTC37,-0.231846559,4.988235438,0.199704433
ATE1,-0.366559543,6.045575909,0.077764468
BRICD5,0.050447286,5.773226832,0.707542457
TENM3,0.00479845,5.277213519,0.994203589
B3GAT1,0.042225837,7.141292654,0.790528166
CCDC74B,0.188474336,4.667852364,0.253131208
ARMCX2,-0.722537611,7.182462145,0.007551029
SCARNA7,0.137340576,5.313099658,0.264732724
PRNP,0.072155504,4.680716101,0.70469959
CCDC69,0.123114998,5.208640591,0.373419934
EIF2AK4,-0.103716516,4.74562858,0.550029394
BCKDHB,0.271454593,5.709418718,0.066355435
KIDINS220,-0.171173346,5.324201476,0.381050957
HAS2,-0.034113695,5.548950466,0.813371353
COX5B,-0.190492743,5.946753388,0.223964281
RNF25,-0.053311444,5.708217373,0.697825875
SLC37A4,-0.061210287,5.37755911,0.61324717
ADRA2C,-0.097409055,6.987581267,0.344909406
MID1IP1,0.207103459,8.592834833,0.064642563
ZNF526,0.150758915,6.411060915,0.454277126
VPS16,-0.214661415,4.727828858,0.234449426
ISL1,-0.140643138,6.740294213,0.262873455
ATAD1,0.801643954,8.270977411,0.370425191
UBR7,0.168526992,4.653557315,0.371905024
CLIP2,-0.16503775,4.674175719,0.318555022
PIGQ,0.197942636,5.01602538,0.167830309
FAM189A1,-0.048868813,6.198018391,0.746272165
TAC1,0.152050399,5.260645532,0.399043266
SNORA25,-0.22756235,6.533174991,0.059039346
CASKIN2,-0.169142248,5.168830919,0.198364495
SMIM13,-0.107728107,10.65413161,0.533267069
ZNF330,-0.066896289,7.223316674,0.726677211
MRPS10,-0.021412158,6.16970447,0.801111243
STON2,0.321164631,4.719860114,0.044690325
PPFIBP2,0.053886331,7.260061737,0.753451508
TBC1D12,0.039863967,5.887407515,0.767931167
HEATR3,-0.174611536,6.067164868,0.27574633
SLITRK5,0.209833399,5.158697753,0.252724898
MTRNR2L2,0.018782494,6.204032883,0.817240865
C6orf120,-0.404389843,5.453153826,0.155805213
RRM2B,-0.057222114,5.26473992,0.714823465
MDN1,0.089722238,5.497134551,0.549965766
PPM1D,0.926993792,6.023081817,0.008828078
MRPL49,-0.824614733,5.359101064,0.003179663
SNCA,-0.27173912,6.773157991,0.111184423
ZSCAN16-AS1,0.053316446,5.66663107,0.617982961
LOC284412,-0.118734576,5.366359962,0.340942116
TMEM151B,-0.094891362,5.729916739,0.428162511
ZNF384,0.006873963,8.483877711,0.97134249
DENND6A,0.081541937,5.113919102,0.475245942
TROVE2,0.067171624,4.728511582,0.703899561
IFI30,0.115156959,4.595424489,0.817049057
NKAIN1,-0.196172237,5.702704505,0.055148497
FUOM,-0.405763582,4.688954703,0.007649092
SPATA2L,0.155504088,4.869505218,0.25983488
GNE,-0.126375868,5.312661726,0.449025709
OSBPL7,0.205191184,4.978301422,0.146499718
MYO1D,0.224414481,4.60860473,0.207665502
IGFBP4,-0.015882126,6.15128223,0.971762024
UBL4A,-0.003923673,5.061324413,1
RAN,-0.110615286,4.919256359,0.496114947
CUL3,-0.004822314,6.281603413,0.939926506
KIT,0.019645387,4.865886092,0.950338924
FUNDC2,0.092646044,5.437693536,0.508035922
SPECC1L-ADORA2A,0.455449316,6.427134296,0.045233707
PFKM,-0.067409971,5.053801289,0.633445382
MEIS3,-0.022638531,5.862302462,0.896998706
CPT1B,-0.112956506,5.72953998,0.525199275
IDH3B,-0.268322657,4.895470703,0.308741401
CNOT3,0.234735815,5.651229334,0.429927996
VCP,-0.031979407,5.258385995,0.821496138
NSFP1,0.108025549,4.877308801,0.51274882
AASS,-0.091569983,4.735306455,0.566685112
NET1,-0.273553426,5.835787477,0.041622388
ECHS1,0.041786935,5.218219504,0.932981197
SNORD115-9,-0.35495319,5.915898655,0.07983029
LMO3,0.291856536,6.146872721,0.154599843
USP7,-0.09260945,4.990198311,0.583553861
GLIPR2,0.551034412,5.788604836,0.01004557
TNKS2,-0.584992248,6.633198131,0.034505218
VEGFB,-0.418413065,4.823055097,0.010631168
CWC27,-0.383550799,6.567285373,0.000954643
ELMOD1,-0.124215543,4.586070389,0.486562478
SNORD15B,0.40837337,6.168326351,0.00405229
SAP30BP,0.026948045,6.177517839,0.906749128
TMEM237,-0.023094287,5.346007692,0.843815103
ABCC1,-0.097553882,6.730579957,0.55718365
ATP6V0B,0.044629777,5.108784976,0.786154603
RAB7A,0.323572756,4.960054618,0.087390208
MED19,-0.002858467,5.327104709,0.950957905
LINC00632,0.221380943,5.22387993,0.375154203
TRMT2A,-0.061574083,4.572325635,0.700411896
SST,-0.029497984,5.123920178,0.794373198
SPON1,0.075604401,4.761394277,0.674242582
EXOC3,-0.106964391,4.678091458,0.520978313
GLG1,0.06032988,4.680476677,0.725164139
FAM101B,-0.916748486,8.438792737,0.004494711
NFKBIE,0.42892769,4.498251042,0.026981922
SNRPF,0.180275768,4.524085682,0.314823693
ZNF730,-0.100716726,8.376544241,0.284250969
TMEM106B,-0.317571211,5.221019467,0.115622981
ANKRD28,0.138823889,4.617550234,0.445592853
FUT8,0.210369102,4.959083961,0.264377249
DCAF15,1.379104429,4.940549448,0.03666334
PCDHAC1,0.011397942,5.341796181,0.977500661
IFT20,-0.098640625,5.094553885,0.509227583
GNAI1,0.083008667,5.880967452,0.432335527
YBX3,0.034980567,7.105619594,0.752495717
YPEL4,-0.003001479,4.501571962,1
MICU3,0.063549082,5.895112439,0.596791948
ARHGAP8,-0.268688255,4.802700409,0.081452303
TNNI1,0.1370663,4.861296501,0.399071404
HIST2H2BC,0.201239579,4.84639017,0.223953425
CPSF7,0.298442404,5.679495749,0.122763682
LPHN2,0.387504966,4.860844832,0.1840825
ADNP2,-0.174314986,5.240391616,0.308181161
SMAD5,-0.0947624,4.881092762,0.582812485
REXO4,0.066511031,6.281431248,0.657010148
SNHG18,0.051517436,5.48183191,0.755316965
DNAJC15,0.042107882,6.45454238,0.795061197
KIAA0368,0.160200973,6.091494265,0.104560209
DUT,-0.062024825,7.347438663,0.618071184
PDCD10,0.142570843,5.271914571,0.247742111
GSTM4,-0.411682732,4.603564746,0.1706652
ZBTB8OS,0.024130482,4.540011163,0.89099888
TIGD5,-0.168452959,5.894429234,0.092657562
TSTD1,-0.031472209,6.471222438,0.79845014
MINOS1,0.053144865,5.342240547,0.69239301
ATP1A1,0.237240739,5.732464603,0.179308958
ZNF544,-0.178820942,7.095638223,0.19396805
TCEAL7,-0.007245343,5.796378733,0.936417855
IMPACT,0.004625522,5.73253555,1
TMED3,-0.179642541,5.614681914,0.186114143
MYBBP1A,0.07901137,5.013367073,0.727342967
TAOK3,0.087430155,7.644970146,0.384730667
FDPS,-0.003896542,5.106739622,0.938401104
GTF3C5,0.093989747,4.890282472,0.581772536
CRYBB2P1,-0.431572233,5.690317199,0.043835459
PATZ1,0.178251409,5.378739865,0.119992727
TAB1,-0.127880998,6.371763508,0.384215613
BAG2,-0.164968436,5.844842656,0.399078398
SNORA60,-0.039399342,10.85034991,0.77093491
IGSF8,-0.044572206,6.275800834,0.741206832
TSPAN9,-0.00365912,7.016767991,0.950406247
RRM1,0.298108941,5.766722333,0.195243865
ACOT7,0.036420154,4.68788555,0.919423777
TATDN1,0.033709072,9.391133934,0.898799363
GAREML,0.233569952,6.091003794,0.144083061
MED27,-0.344996467,6.482069202,0.068626373
FNIP2,0.010908088,11.37674544,0.977276281
OSBP,0.157890388,6.54226315,0.198017081
GOLPH3L,0.25375142,5.925225106,0.074584391
DNAJC6,-0.735654658,4.630277961,0.00626397
C2orf76,-0.018036989,7.111141505,0.858654016
ARF1,0.160804716,5.575017381,0.198492192
COL4A3BP,0.669217907,4.750705919,0.000671258
CCDC97,-0.083509414,4.658500952,0.690369478
FAM3C,0.213142036,6.114626153,0.480434706
TSHZ1,0.177480898,6.489747131,0.225959967
SNAR-A14,0.238720163,4.781941713,0.240052343
TUT1,-0.254436015,5.624688914,0.237032433
FAM127A,-0.027760954,8.027442109,0.866191125
RNF113A,-0.185070594,4.95633467,0.209909017
MCM6,-0.22133646,6.709693388,0.136399063
CARKD,0.107459213,4.613688293,0.535499342
CDAN1,-0.075539624,6.508606919,0.641378628
ALG1,-0.023014854,4.943171631,0.894837718
TRAM1L1,-0.220481448,4.799542925,0.136324314
WDR48,0.2535098,4.669410073,0.137517133
OCA2,0.146059995,5.585470574,0.600997783
TRIM2,-0.020099237,5.153739253,0.975556519
BCKDK,0.307800631,4.616187013,0.074297002
HEIH,-0.109084114,5.06705766,0.407861659
SNORD38A,-0.307831485,4.839842418,0.050897479
SLC35B2,-0.07764182,5.772434576,0.608356119
DAGLB,0.373304816,5.044639931,0.008125383
GATS,-0.0429385,5.62203077,0.767269747
LSM5,-0.020925466,8.61191619,0.88883038
GOLGA8A,0.095435213,4.705231812,0.627002016
SNORA55,-0.257972546,12.83737936,0.042400621
CYB5A,-0.140849278,5.552233599,0.29855579
ZFP36L1,0.005787182,5.192500648,1
AGK,0.117409948,4.73164262,0.519114586
BDH2,-0.03361765,7.672856287,0.775165763
CLSTN2,0.080145168,5.10859505,0.636270971
ALG9,0.120623885,5.175817075,0.64727612
ATP5F1,0.23588675,11.06088288,0.466101755
COMMD3,-0.134140844,5.742747462,0.360840938
LRRFIP1,0.129904632,4.413498148,0.700352941
BCL2L2,-0.75814852,5.083437365,0.038408595
SMAD3,-0.214004554,5.763998207,0.035481343
NCAPD2,-0.446564745,4.808269509,0.008074779
RAB3GAP1,0.034734301,5.314880627,0.78599673
PLCH1,-0.33315197,5.119893264,0.010987412
ADAT1,-0.082749968,6.013870185,0.403276046
GLTPD1,-0.179668706,6.366132768,0.198181958
LEPRE1,0.040316491,5.223430166,1
C7orf73,0.517045885,4.541207541,0.068888308
DNPH1,0.1674946,5.60528524,0.424115515
RPL6,0.144417353,4.828305159,0.377412072
AMFR,-0.117101414,5.010586705,0.511010094
ZMAT3,-0.377818928,6.261838777,0.265602978
WNT10B,-0.140016704,5.77080162,0.409230266
SHISA9,0.063281664,5.9561544,0.715158825
CALU,0.426090936,5.75230816,0.45644296
MAGED4,0.0089094,4.641559339,1
PRRT4,0.70657614,4.926672213,0.001475403
FAM114A1,-0.059931585,6.169048961,0.569423275
NDUFA12,-0.025508028,4.649812909,0.947871941
CRKL,0.02898757,5.399544561,0.926588374
LUC7L3,0.839041421,7.858122427,0.304026156
PSRC1,-0.26359359,6.353943521,0.120249673
PIM3,-0.20579133,5.583004404,0.509417205
MTDH,-0.130671598,6.614234241,0.656231619
C1orf159,0.247630345,4.815834298,0.126675882
FAM107A,0.689033737,5.161853205,0.029393382
DNASE1L1,-0.818391245,7.104753261,0.008351699
RNF187,-0.110446394,4.638066269,0.531810976
ATN1,0.044078244,7.08075286,0.854664012
PKI55,0.107712128,5.540030457,0.464994471
CLN3,-0.075769684,4.85706163,0.722544365
ASPH,0.113504979,10.41011011,0.530465429
PYCR1,0.043773867,5.921091362,0.624867317
CENPJ,-0.011812393,5.865610216,0.970300046
VPS13C,-0.17061587,4.59993674,0.316662937
UBLCP1,-0.07298076,5.000386735,0.674958195
SEMA3A,-0.184612169,6.481023648,0.13514558
NFX1,-0.061828999,4.853851535,0.830782718
NUP107,0.398270931,5.61000118,0.063236712
WDR19,-0.154006772,6.413679888,0.186759948
AHCTF1,-0.133536157,5.172933704,0.309684832
ACSL1,-0.005156831,6.654243315,0.964030899
PSD2,0.229954949,5.859938911,0.176168277
STRIP1,0.04739855,4.393331364,0.955706458
UGDH,-0.094328702,6.926274353,0.554404912
RPL41,0.011772171,4.993485589,0.890400734
RNF4,-0.070271473,6.196158745,0.62567718
MAP4K3,-0.104567138,8.878165503,0.623979916
C11orf68,0.14578706,5.151184617,0.304119815
MRPL12,0.141454415,4.602458022,0.516193916
TRPM7,-0.015715562,5.226623538,0.942704949
SLC16A14,0.074969432,4.777720945,0.637513799
PARVB,0.062292116,5.625813638,0.745698785
SIKE1,-0.080145041,7.081193924,0.683104979
ZNF649,0.140661118,6.17680876,0.257276933
TMEM214,-0.061696081,5.762213279,0.643245393
SH3PXD2A,0.204356278,5.683712861,0.075610731
GNRH2,0.138914225,9.109589036,0.538070398
GYG1,-0.225360819,4.659128142,0.273654833
PPP2R5D,0.541546359,5.513463768,0.084824452
TBL2,-0.180603803,7.998813017,0.326663532
HYI,0.118870976,4.828042501,0.437128782
SIVA1,0.052221109,4.946076718,0.82980792
SULT1E1,-0.733719013,7.260313091,0.021686793
SNRNP48,0.004861564,4.75151924,1
CTBS,-0.174098007,5.028422638,0.185059615
SLAIN1,0.336371899,4.949456721,0.065043529
ETS1,0.115090735,11.70809493,0.467029012
COQ2,0.151794759,6.086161268,0.221038389
SULF1,0.042433606,6.684159326,0.817777506
AZIN1,0.090907452,4.546956809,0.602920405
HTR2C,-0.183575945,7.931485963,0.129457261
JPH4,0.231010854,11.19165407,0.457088979
CAPN10,0.354699346,6.438169257,0.006125053
TMEM161B,-0.15087385,4.612198686,0.429939715
BUD13,-0.049605769,5.325936975,0.819708039
HADHA,0.307177371,5.499997428,0.114254523
SPHK1,-0.73726735,5.618871799,0.221390787
SNORD115-26,0.054822019,4.982135879,0.756659925
WBP5,0.878940594,4.944883797,0.000989486
SNORD92,0.006207029,5.355863702,1
SLC12A4,-0.099786204,5.514797293,0.389763622
SYT13,0.041517113,4.570433921,0.904708197
IQCE,0.232696045,5.836091102,0.444956535
PLG,0.078253278,5.114077008,0.647991664
CKS2,-0.274771064,8.956130105,0.025668175
EDIL3,0.143480995,5.902439495,0.300109818
ETFA,-0.264851963,4.658810826,0.108701934
PNP,0.353603446,6.276207056,0.002305626
LRRC6,0.009020592,5.688097767,1
OCRL,0.489865356,4.563814647,0.009575321
SETX,-0.082745272,7.957297507,0.542536989
PYCRL,0.196265539,12.39628282,0.544695226
UQCRQ,-0.222574431,4.951854063,0.122713181
GLIDR,-0.178565831,6.136444092,0.243332277
VCPIP1,0.073420437,4.642112936,0.61722797
TOMM34,-0.195525405,6.258690552,0.158742568
CLTC,0.211659842,5.943793485,0.199840893
CPNE3,-0.171305167,5.669746037,0.099134599
SCRN1,-0.874481758,5.760382553,0.012431815
TEKT1,-0.023341205,6.790053347,0.804228853
JTB,0.345295816,4.816816094,0.04119246
RUNDC1,0.406026094,7.189477422,0.087549358
YIPF4,0.112713431,5.209387276,0.556316297
SYNCRIP,0.253960321,5.674943516,0.413270427
IVD,-0.269826465,5.620733627,0.050353467
FCF1,-0.838072455,4.891549578,0.006948534
PDE12,-0.19106487,4.829614183,0.295612151
MED17,0.078684896,4.816956721,0.661792581
GTDC1,0.323487443,4.850142863,0.144154961
PRPF4B,0.006962275,10.07627903,0.973204541
ADCYAP1R1,-0.038133019,5.691371715,0.758402004
DNMT1,0.118114592,5.746401377,0.45376699
MORC4,0.023194121,4.825360301,0.982061727
CERK,0.109766262,5.845852007,0.608485163
TMEM35,-0.918352678,5.202992624,0.014911451
HIST1H2BI,0.228971622,7.665494853,0.245127833
KMT2B,-0.065321167,7.187177361,0.60016008
CDH10,-0.01822285,5.228710898,0.958823639
XPO7,-0.630166534,9.495507862,0.047036308
ECE1,-0.037159103,8.444333907,0.722540457
USP38,0.125439622,5.159269372,0.376481094
FSTL3,0.010916869,6.130814666,0.978767017
CRYZL1,-0.060460169,5.406380207,0.579290858
HBA1,0.250688822,4.631183032,0.138964202
TAF7,0.082754185,5.482775438,0.511467893
ATP6V0A1,0.093798154,5.284772821,0.450099836
UBA6,-0.052777962,4.737588374,0.864298858
SEC61B,-0.430706388,8.459043595,0.067511153
RPTOR,0.329935427,4.64086388,0.10391631
UAP1L1,-0.089364495,5.846499617,0.56079504
SCARB2,0.131935831,6.051394891,0.265279755
OTUD7B,0.041826093,4.664464691,0.918678329
FURIN,0.404526751,5.41851463,0.024125544
SIAE,-0.13024096,5.132000844,0.385492825
SNORA2A,0.014961803,5.060792498,0.893375301
MRPL9,-0.055488935,5.667501102,0.598688198
NECAB2,-0.004387094,6.139233377,0.946491201
R3HDM4,-0.078313923,5.171997348,0.599190435
ZNF319,-0.088057816,7.031717276,0.260828498
ASPM,-0.068846191,5.230212713,0.607822743
NKRF,-0.154088998,12.04285398,0.192448832
SUV39H1,-0.300982778,7.246404722,0.033782856
RAB3A,0.160459831,8.195053322,0.88271023
RPS3,-0.229290547,4.906622279,0.173976033
SLITRK3,-0.024805057,5.303835907,0.874754679
GALNT12,0.129003255,5.247891337,0.335782857
MCUR1,-0.036054435,4.666276163,0.970353938
PCTP,-0.020565873,5.145041683,0.993903218
TCEAL8,-0.144556123,4.788018075,0.34153297
DESI1,0.081676313,6.990824015,0.63200215
SNORD116-11,0.288903541,5.718354246,0.064690432
LOC400043,-0.111535683,5.289550171,0.427569151
PEX2,-0.537028645,8.749613884,0.006121324
ALKBH5,-0.507169731,6.579463067,0.008594086
KIAA0930,0.026976118,5.725828223,0.746834647
MYL1,-0.099686981,8.509981842,0.281928919
